applicant_id,business_type,years_in_operation,promoter_credit_score,promoter_exp_years,prior_default,annual_revenue,gst_turnover,ebitda_margin,net_margin,total_debt,existing_emi,loan_amount_requested,loan_tenure_months,loan_purpose,proposed_emi,dscr,collateral_type,collateral_value,default_probability_true,default_flag
APP_02096,Tech/Startup,8,774,10,0,6401627,7434719,0.0727,-0.0582,1402629,18107,2482287,36,Working Capital,104515,0.32,Receivables,2013504,0.69,1
APP_02097,Services,3,648,3,0,11566273,9825243,0.1422,0.1014,5573445,120072,739084,36,Working Capital,29447,0.92,Inventory,1158849,0.5,0
APP_02098,Services,10,817,19,0,500000,534018,0.2879,0.13,613922,13709,107837,60,Equipment Purchase,3395,0.7,Receivables,99697,0.1192,0
APP_02099,Tech/Startup,14,739,26,0,1584518,1771779,0.0019,-0.0687,17332,245,281915,60,Expansion,8407,0.03,None,0,0.7858,1
APP_02100,Retail/Trading,10,719,22,0,40398971,39556469,0.1069,-0.0059,23297296,281239,4271874,36,Working Capital,177544,0.78,Real Estate,6790313,0.6225,1
APP_02101,Logistics,3,742,11,0,3603252,3670232,0.1718,0.0335,2274389,39574,1079661,48,Working Capital,36042,0.68,Machinery,607349,0.2689,0
APP_02102,Services,3,779,8,0,39446423,35144880,0.2307,0.1268,15114718,286227,14374765,60,Working Capital,414215,1.08,Inventory,24251436,0.1192,1
APP_02103,Manufacturing,23,737,28,0,1166978,1364710,0.056,0.0707,157307,3264,157832,24,Inventory Restocking,8221,0.47,Machinery,174402,0.2689,1
APP_02104,Services,14,606,23,0,2847202,2621477,0.2451,0.1607,1737812,45270,638283,36,Working Capital,24496,0.83,Machinery,1276135,0.5,0
APP_02105,Tech/Startup,10,781,18,1,6998361,6208417,0.0608,-0.0996,888912,19946,1766210,36,Inventory Restocking,71772,0.39,None,0,0.9089,1
APP_02106,Retail/Trading,15,842,16,0,3677312,3714678,0.1647,0.0348,2789553,68905,686447,48,Debt Consolidation,23272,0.55,Receivables,493475,0.1192,0
APP_02107,Logistics,6,763,15,0,24606989,21560778,0.115,0.0809,14430134,241642,9167046,36,Equipment Purchase,391447,0.37,None,0,0.3775,0
APP_02108,Logistics,10,723,18,0,4676125,5025322,0.0701,0.0151,740114,8922,989143,48,Expansion,34741,0.63,Machinery,710546,0.2689,1
APP_02109,Retail/Trading,13,796,26,0,12666914,12743500,0.1104,0.0831,7205048,97635,4990423,36,Working Capital,209599,0.38,Machinery,2609106,0.1192,0
APP_02110,Construction,5,798,19,0,1453632,1248846,0.068,0.058,448879,6918,222873,24,Inventory Restocking,11834,0.44,Real Estate,277303,0.1545,0
APP_02111,Manufacturing,8,580,19,0,7402122,6120804,0.1652,0.0922,3577429,60268,559871,24,Working Capital,30079,1.13,Inventory,653586,0.6225,1
APP_02112,Retail/Trading,12,741,14,0,3698578,3161475,0.0621,0.0009,997901,15206,929225,24,Working Capital,48484,0.3,Inventory,1450161,0.2689,0
APP_02113,Manufacturing,2,703,4,0,1620510,1384968,0.0439,0.1388,336347,6222,548006,12,Inventory Restocking,52741,0.1,Machinery,538757,0.2689,0
APP_02114,Logistics,4,650,6,0,9434341,8728088,0.1973,0.0283,6673952,149766,1754193,36,Working Capital,66879,0.72,None,0,0.6225,0
APP_02115,Services,12,748,12,0,27635750,31319823,0.2478,0.1298,20117376,312822,3172158,36,Expansion,126924,1.3,Real Estate,3823273,0.0474,0
APP_02116,Manufacturing,7,660,16,0,2638416,2171198,0.1319,0.0738,368599,6008,813645,24,Debt Consolidation,44342,0.58,Inventory,758818,0.5,1
APP_02117,Retail/Trading,6,560,20,0,8951509,7619842,0.016,0.0259,72788,894,1296266,36,Equipment Purchase,50449,0.23,None,0,0.8808,1
APP_02118,Services,6,650,12,0,4163577,3835319,0.2525,0.0989,5944270,88466,1329880,36,Working Capital,55396,0.61,Machinery,2488200,0.5,0
APP_02119,Manufacturing,12,684,21,1,6129314,6260072,0.1108,0.0359,1338453,18303,869213,24,Inventory Restocking,47842,0.86,Real Estate,953061,0.8808,0
APP_02120,Logistics,3,572,15,0,14765936,16318620,0.0644,0.041,3943723,97497,3618405,36,Expansion,139370,0.33,Receivables,7010326,0.8176,1
APP_02121,Tech/Startup,4,675,10,1,30405706,35528355,0.0891,-0.0563,15410649,212487,10966942,48,Working Capital,392087,0.37,None,0,0.9866,1
APP_02122,Services,2,762,3,0,23920652,23079489,0.3515,0.1576,42049362,505542,2909133,12,Debt Consolidation,279403,0.89,Receivables,4332906,0.2689,0
APP_02123,Construction,5,498,10,0,2192398,1846731,0.1564,0.0619,402554,5958,739371,24,Debt Consolidation,38298,0.65,Machinery,431222,0.8581,1
APP_02124,Retail/Trading,7,764,10,0,1073952,950883,0.0052,0.0247,27204,379,153468,60,Inventory Restocking,4361,0.1,Machinery,268097,0.2689,1
APP_02125,Construction,1,866,11,0,500000,457449,0.1376,0.0806,309208,3724,140616,48,Working Capital,5024,0.66,Real Estate,190993,0.3318,0
APP_02126,Services,3,767,9,0,11520364,12838743,0.192,0.1314,5112069,93317,1558699,36,Working Capital,65916,1.16,Inventory,2326302,0.1192,0
APP_02127,Services,7,693,20,0,2866054,3080025,0.1931,0.1284,2375628,31440,258229,36,Working Capital,9950,1.11,None,0,0.3775,0
APP_02128,Manufacturing,8,861,21,0,19283946,17039335,0.1326,0.0426,12896471,233694,5445943,48,Debt Consolidation,191198,0.5,Inventory,6894189,0.1192,0
APP_02129,Logistics,17,633,23,0,1557205,1768203,0.1588,0.0189,519991,9212,402087,48,Working Capital,13641,0.9,Receivables,624241,0.5,1
APP_02130,Retail/Trading,9,625,23,0,9206688,10529342,0.112,0.0151,5442337,80513,1754051,36,Working Capital,66455,0.58,Receivables,2782841,0.5,0
APP_02131,Manufacturing,5,722,8,1,644155,742694,0.124,0.1043,74585,1543,100000,36,Working Capital,4156,1.17,Inventory,62600,0.5,1
APP_02132,Manufacturing,7,803,9,0,9875426,8986654,0.1796,0.0926,6032077,72107,2136526,36,Working Capital,85123,0.94,Machinery,4130822,0.1192,0
APP_02133,Services,7,702,13,0,8619687,7356834,0.1618,0.1857,2486148,47992,879615,12,Inventory Restocking,83840,0.88,Real Estate,657642,0.2689,0
APP_02134,Services,4,752,12,0,1440591,1212376,0.3218,0.1411,2087797,49831,253277,60,Debt Consolidation,7239,0.68,Real Estate,406974,0.2689,1
APP_02135,Services,7,770,10,0,6788158,6516869,0.2002,0.1127,1986126,38578,1732129,36,Equipment Purchase,70603,1.04,Real Estate,2583531,0.1192,0
APP_02136,Logistics,4,661,9,0,64566918,62741606,0.1032,0.0162,15850438,205619,24456226,36,Inventory Restocking,1011237,0.46,Inventory,17631780,0.5,1
APP_02137,Manufacturing,7,496,13,0,12306305,14118826,0.1372,0.0622,2026895,39689,2817641,60,Working Capital,84261,1.14,Machinery,1969503,0.6225,1
APP_02138,Services,6,672,15,0,186920255,169555815,0.1814,0.1287,168362145,2576508,22089125,24,Equipment Purchase,1167973,0.75,Real Estate,32309411,0.5,0
APP_02139,Manufacturing,5,762,7,0,6477577,6806358,0.1526,0.0516,1213166,14996,2469117,12,Expansion,239177,0.32,Machinery,3679262,0.2689,0
APP_02140,Logistics,5,727,9,0,10786110,12029587,0.1006,0.0758,4860629,100263,637119,36,Equipment Purchase,24501,0.73,None,0,0.3775,0
APP_02141,Tech/Startup,10,774,21,0,3043687,2762636,0.0607,-0.0789,810890,19167,836974,36,Inventory Restocking,35684,0.28,Receivables,1420442,0.69,1
APP_02142,Services,9,853,22,0,7243039,6568392,0.2543,0.1839,2363548,58145,1027332,48,Debt Consolidation,34109,1.66,None,0,0.0293,0
APP_02143,Services,5,745,5,0,1670531,1783562,0.27,0.1289,1629539,28519,526432,12,Inventory Restocking,49374,0.48,Inventory,870347,0.2689,0
APP_02144,Retail/Trading,10,753,15,0,15977052,17422248,0.0446,0.0144,2303428,56173,2651042,36,Debt Consolidation,107794,0.36,Receivables,5200840,0.2689,0
APP_02145,Retail/Trading,6,719,10,0,2049926,2426917,0.0619,0.1039,478305,8277,410110,24,Debt Consolidation,22372,0.34,Inventory,373029,0.2689,0
APP_02146,Tech/Startup,6,810,12,0,39803367,45374893,0.1046,0.0036,23546930,304182,12722981,48,Debt Consolidation,394761,0.5,None,0,0.2315,0
APP_02147,Retail/Trading,4,586,18,0,1071544,1209580,0.121,-0.046,122237,1667,390295,24,Expansion,20186,0.49,Machinery,641110,0.9526,1
APP_02148,Retail/Trading,16,751,24,0,3738589,4026182,0.0543,0.0278,1018399,15931,425801,36,Equipment Purchase,18207,0.5,Inventory,352938,0.2689,0
APP_02149,Retail/Trading,15,644,25,0,3998066,3387939,0.0881,0.0319,1846916,24042,614512,48,Inventory Restocking,20146,0.66,Receivables,1211818,0.5,0
APP_02150,Tech/Startup,4,665,7,0,1409016,1583306,0.0137,-0.1029,23079,565,100000,60,Inventory Restocking,2789,0.48,Receivables,59315,0.8581,1
APP_02151,Retail/Trading,5,776,13,0,7142370,8386061,0.0776,0.0177,2277749,34906,2498401,48,Debt Consolidation,83876,0.39,Inventory,4763295,0.2689,0
APP_02152,Manufacturing,8,641,20,0,2841599,2717384,0.2135,0.0801,2646373,63690,1084055,36,Expansion,40998,0.48,Machinery,1493986,0.5,0
APP_02153,Services,9,670,14,1,29067180,26900651,0.2883,0.1694,29479566,498448,4296303,36,Expansion,162582,1.06,Real Estate,7823694,0.7311,1
APP_02154,Tech/Startup,3,674,7,0,2033709,2051997,0.0964,-0.017,640432,10995,375411,36,Working Capital,14394,0.64,Receivables,392936,0.8581,1
APP_02155,Manufacturing,3,657,4,0,8932488,10563401,0.1267,0.0783,2543332,52195,1787701,48,Expansion,62294,0.82,Machinery,894121,0.5,1
APP_02156,Retail/Trading,0,847,1,0,4861274,3987863,0.0833,0.0046,1737673,22914,940234,48,Debt Consolidation,30158,0.64,Machinery,1572193,0.2689,0
APP_02157,Manufacturing,9,690,16,0,4172402,4521015,0.0919,0.0413,793962,16909,782351,60,Debt Consolidation,22832,0.8,Machinery,629102,0.5,1
APP_02158,Retail/Trading,2,614,13,0,6015047,6772144,0.0276,0.0259,503107,8050,1302595,48,Equipment Purchase,41620,0.28,Receivables,1917402,0.5,0
APP_02159,Retail/Trading,4,752,15,0,12608543,14064825,0.0953,-0.0078,6264822,105916,1309072,24,Debt Consolidation,71201,0.57,None,0,0.7311,1
APP_02160,Services,11,607,16,0,559735,574685,0.2527,0.1423,140358,2474,100000,48,Equipment Purchase,3338,2.03,Machinery,69992,0.0474,0
APP_02161,Services,10,588,23,0,5706706,6666717,0.2964,0.1348,5760407,153161,1730468,48,Expansion,56823,0.67,Inventory,1070363,0.8176,1
APP_02162,Services,15,524,21,0,2000802,1708303,0.3292,0.1728,2090399,30102,692873,48,Working Capital,22864,1.04,Real Estate,936680,0.6225,1
APP_02163,Retail/Trading,19,799,24,1,2191781,1968351,0.0633,0.0135,358448,9791,731106,60,Inventory Restocking,21885,0.37,Machinery,654639,0.5,1
APP_02164,Tech/Startup,28,694,37,0,7219623,6662141,0.1443,-0.06,3944397,52322,1944383,36,Debt Consolidation,81642,0.65,None,0,0.9089,1
APP_02165,Retail/Trading,5,804,17,0,20176277,16211052,0.0819,0.0147,968276,19847,7850265,36,Expansion,309103,0.42,Receivables,12462251,0.1192,0
APP_02166,Construction,4,809,17,0,34668937,32875433,0.1122,0.0233,12477468,298788,1752171,12,Debt Consolidation,168198,0.69,Machinery,1694369,0.1545,1
APP_02167,Services,8,610,14,0,2681308,2317357,0.3184,0.1381,2707774,48337,433942,36,Equipment Purchase,18247,1.07,Inventory,218836,0.2689,0
APP_02168,Manufacturing,2,723,10,0,500000,544925,0.1567,0.0947,261627,4162,100000,36,Expansion,3862,0.81,Inventory,170367,0.2689,0
APP_02169,Services,5,683,18,0,5863434,5663966,0.3178,0.1332,3109343,61090,1010771,60,Inventory Restocking,31904,1.67,Real Estate,1115825,0.1192,0
APP_02170,Retail/Trading,7,791,11,0,608187,657926,-0.0352,0.0327,35102,838,200699,60,Equipment Purchase,6105,-0.26,Real Estate,385985,0.1192,0
APP_02171,Services,8,772,8,0,9152775,8397316,0.275,0.1338,10216538,277023,1583647,48,Expansion,51728,0.64,Receivables,839505,0.2689,0
APP_02172,Manufacturing,9,624,9,0,1832188,1562429,0.1774,0.08,328303,4704,429610,12,Inventory Restocking,40903,0.59,Inventory,306199,0.5,1
APP_02173,Manufacturing,5,819,13,1,8127925,6931458,0.1324,0.1198,2349320,29909,2152916,36,Equipment Purchase,83543,0.79,Machinery,1181760,0.5,0
APP_02174,Logistics,2,613,6,0,1935675,1705921,0.104,0.0997,1020224,24990,669519,36,Inventory Restocking,26190,0.33,Receivables,1263979,0.5,1
APP_02175,Retail/Trading,2,599,15,0,1332832,1127690,0.0817,0.005,116521,2475,353935,12,Expansion,34073,0.25,Real Estate,699010,0.8176,1
APP_02176,Tech/Startup,1,535,13,0,1372722,1219277,0.0047,-0.0143,19881,537,251835,24,Equipment Purchase,13016,0.04,None,0,0.9918,1
APP_02177,Retail/Trading,4,759,16,1,8678912,8953284,0.1277,0.0539,4630979,59006,2544307,48,Working Capital,78744,0.67,Inventory,5036197,0.7311,1
APP_02178,Services,2,550,12,0,1103286,995753,0.3142,0.2039,443420,7732,254238,24,Debt Consolidation,14390,1.31,Real Estate,335639,0.3775,0
APP_02179,Services,4,781,18,0,10377271,9725356,0.143,0.0969,3292861,40951,2438044,12,Working Capital,230422,0.46,Inventory,2577115,0.1192,0
APP_02180,Services,8,763,20,0,45475837,37339918,0.2359,0.1794,38338938,655716,7608261,36,Inventory Restocking,318981,0.92,Real Estate,10892597,0.2689,0
APP_02181,Retail/Trading,2,711,3,0,40034493,46315249,0.0944,0.0387,8694545,112354,2024249,60,Expansion,60178,1.83,Real Estate,3816028,0.0474,0
APP_02182,Retail/Trading,6,770,20,0,793520,678669,0.0577,0.0046,50603,619,138506,48,Debt Consolidation,4579,0.73,Machinery,258370,0.2689,0
APP_02183,Manufacturing,5,620,7,0,1070199,1005415,0.1451,0.0724,276200,5302,166898,60,Expansion,5062,1.25,Inventory,84360,0.2689,0
APP_02184,Retail/Trading,8,674,8,0,9601925,9139032,0.0575,0.0489,608634,9117,817303,48,Inventory Restocking,25405,1.33,Machinery,1497056,0.1192,0
APP_02185,Services,9,686,14,0,1495656,1658458,0.2495,0.1633,2205269,32436,178764,36,Expansion,7429,0.78,Machinery,176051,0.5,0
APP_02186,Logistics,5,693,16,0,11325161,11250609,0.1144,0.0706,2327281,62852,4454316,60,Equipment Purchase,137868,0.54,Inventory,6937932,0.5,1
APP_02187,Logistics,6,691,11,0,692216,659808,0.0648,0.0076,153275,2687,102403,36,Equipment Purchase,4012,0.56,Inventory,107019,0.5,1
APP_02188,Tech/Startup,5,848,7,0,4946277,5333817,0.0832,-0.0271,1175105,15250,1144347,36,Inventory Restocking,44957,0.57,None,0,0.5744,1
APP_02189,Tech/Startup,4,836,18,0,16733689,17383054,0.0819,0.011,4977421,61131,4054010,36,Expansion,155240,0.53,Receivables,3955994,0.1545,1
APP_02190,Services,3,415,5,0,837019,695775,0.1991,0.1442,539730,6817,205915,48,Inventory Restocking,7230,0.99,Receivables,211580,0.8176,1
APP_02191,Retail/Trading,8,618,14,0,4684195,4333255,-0.0118,0.0743,249216,3013,311802,60,Debt Consolidation,9574,-0.37,Machinery,330668,0.5,1
APP_02192,Logistics,14,687,28,0,4609249,5491658,0.114,-0.0206,2785183,41356,1475013,36,Expansion,58859,0.44,Real Estate,1466414,0.8176,1
APP_02193,Services,13,602,13,0,11158487,11084105,0.2342,0.0728,5407691,114631,3410265,36,Equipment Purchase,135273,0.87,None,0,0.6225,1
APP_02194,Services,2,807,6,0,2415423,2342180,0.311,0.1227,1134064,17826,946887,48,Working Capital,31220,1.28,Real Estate,1262922,0.018,0
APP_02195,Manufacturing,14,665,26,0,971257,835249,0.152,0.0578,873224,15533,111346,12,Equipment Purchase,10626,0.47,Inventory,59098,0.5,1
APP_02196,Retail/Trading,3,696,5,0,500000,567814,0.07,0.0541,184218,3804,121913,48,Expansion,4021,0.37,Real Estate,227206,0.5,0
APP_02197,Retail/Trading,7,633,11,0,26436392,22558785,0.0597,0.0467,3950278,54044,8759449,36,Expansion,337296,0.34,Receivables,11544820,0.5,1
APP_02198,Logistics,7,653,17,0,14677533,12358974,-0.0207,0.0118,1643838,24830,1372659,36,Expansion,51949,-0.33,Inventory,2693608,0.5,0
APP_02199,Services,1,506,14,0,5234269,5106553,0.2526,0.1284,5537538,74907,1708202,36,Expansion,71044,0.75,Real Estate,1547143,0.9241,1
APP_02200,Retail/Trading,5,801,8,1,5068833,4940382,0.1387,0.0551,2042810,41744,732381,36,Debt Consolidation,28927,0.83,Machinery,497461,0.5,0
APP_02201,Construction,14,729,19,0,8977716,10706712,0.2082,0.063,9912204,124860,1331360,48,Working Capital,44318,0.92,Machinery,1405406,0.3318,1
APP_02202,Manufacturing,0,704,11,0,17176301,14617262,0.1128,0.0984,8166632,172080,6543456,60,Equipment Purchase,184551,0.45,Inventory,7610241,0.5,1
APP_02203,Retail/Trading,24,687,32,0,500000,496765,0.0273,0.0213,68780,1059,100000,36,Debt Consolidation,3969,0.23,None,0,0.6225,0
APP_02204,Manufacturing,1,652,2,0,636739,560647,0.1704,0.0588,303556,7837,162039,48,Inventory Restocking,5057,0.7,Inventory,260114,0.7311,1
APP_02205,Services,7,816,16,0,534437,577569,0.3694,0.1716,966065,15590,109042,48,Expansion,3564,0.86,Machinery,124358,0.1192,0
APP_02206,Logistics,1,813,8,0,3558471,3404299,0.074,0.0787,663405,16284,275268,36,Equipment Purchase,11036,0.8,Real Estate,293441,0.2689,0
APP_02207,Retail/Trading,8,583,21,0,6704724,7102898,0.1616,-0.0152,4923642,94783,2565689,36,Inventory Restocking,107610,0.45,Receivables,4290008,0.9526,1
APP_02208,Logistics,12,852,24,0,18165610,16991466,0.184,0.0121,9677245,125169,2267137,36,Working Capital,89300,1.3,Receivables,1887166,0.018,0
APP_02209,Retail/Trading,10,819,11,0,500000,512909,0.0796,0.0353,108547,1375,100000,12,Equipment Purchase,9378,0.31,Real Estate,149501,0.1192,1
APP_02210,Logistics,11,701,14,0,1082400,1069037,0.0871,0.0301,459967,6315,197036,36,Debt Consolidation,8192,0.54,Inventory,156242,0.2689,0
APP_02211,Tech/Startup,5,756,13,0,6304638,5987804,0.0572,-0.0662,428322,7983,1415313,60,Inventory Restocking,40400,0.62,Receivables,1506213,0.69,0
APP_02212,Tech/Startup,2,717,5,0,7315692,7425499,0.0503,-0.0166,2062319,32335,735227,36,Equipment Purchase,31140,0.48,Receivables,769574,0.69,0
APP_02213,Manufacturing,14,586,20,0,4241379,4044237,0.0765,0.1339,1069666,22880,1147198,36,Debt Consolidation,48840,0.38,Machinery,910644,0.8176,1
APP_02214,Construction,20,811,30,0,1396951,1567948,0.1333,-0.0028,744691,10861,321502,24,Expansion,18012,0.54,Receivables,575502,0.4502,1
APP_02215,Services,6,797,10,0,2327721,2323286,0.2886,0.1384,1833502,34807,363249,24,Equipment Purchase,19180,1.04,Machinery,312787,0.0474,0
APP_02216,Retail/Trading,4,817,16,0,4572723,5310078,0.0204,0.0198,377249,8094,1337192,36,Expansion,52213,0.13,Real Estate,1440727,0.1192,0
APP_02217,Tech/Startup,3,658,4,1,686864,610705,0.0613,-0.0114,185402,2893,157929,24,Inventory Restocking,8787,0.3,None,0,0.9866,1
APP_02218,Retail/Trading,10,802,17,1,1936004,1635632,0.041,-0.0097,418499,10116,666449,24,Inventory Restocking,35920,0.14,Real Estate,1260382,0.8176,1
APP_02219,Logistics,12,632,22,0,1027830,978891,0.0846,0.0202,451852,6552,359115,36,Inventory Restocking,14101,0.35,Receivables,618028,0.5,0
APP_02220,Manufacturing,4,769,13,0,9844333,8598668,0.2039,0.086,4952938,110123,3869190,36,Expansion,151855,0.64,Real Estate,4052855,0.2689,0
APP_02221,Services,16,862,30,0,1799019,1722106,0.1767,0.1183,1235481,19746,132349,24,Expansion,7220,0.98,Real Estate,176967,0.1192,0
APP_02222,Services,9,524,18,0,1122725,991326,0.2277,0.0947,1225542,22347,215352,12,Debt Consolidation,21063,0.49,Receivables,170960,0.8176,1
APP_02223,Manufacturing,6,645,7,0,2896525,3323144,0.0946,0.0897,1289875,20415,653258,12,Equipment Purchase,62992,0.27,Machinery,1235291,0.5,1
APP_02224,Retail/Trading,8,520,10,0,13299768,13661013,0.1707,-0.0251,12261805,256490,1753354,24,Debt Consolidation,96028,0.54,Receivables,2976214,0.9526,1
APP_02225,Manufacturing,3,832,12,0,5243068,5238012,0.2863,0.0912,7619899,149707,1954156,24,Expansion,108263,0.48,Machinery,1462427,0.1192,0
APP_02226,Retail/Trading,10,709,16,0,20228108,22556323,0.0233,0.0758,2094554,49012,1635340,36,Equipment Purchase,67996,0.34,Machinery,1562512,0.2689,0
APP_02227,Retail/Trading,3,758,7,0,16829347,14341074,0.1009,0.0554,7844466,107026,3365484,36,Inventory Restocking,142444,0.57,Real Estate,3143938,0.2689,0
APP_02228,Services,4,827,13,0,2191582,2504552,0.2913,0.1823,3153980,80120,251630,36,Debt Consolidation,9710,0.59,Machinery,144424,0.1192,0
APP_02229,Retail/Trading,6,598,16,1,6334794,6292487,0.0175,0.0542,564793,10445,1829162,48,Debt Consolidation,65404,0.12,Machinery,2276941,0.9707,1
APP_02230,Retail/Trading,18,819,20,0,20121236,17195070,0.0827,0.0474,4058236,70508,5970922,36,Debt Consolidation,235385,0.45,Real Estate,9023841,0.1192,0
APP_02231,Services,7,869,18,0,3019634,3405436,0.2162,0.1306,3134070,69078,1073117,12,Expansion,101668,0.32,Real Estate,1579506,0.1192,0
APP_02232,Manufacturing,3,773,4,0,7189897,7077088,0.121,0.1019,4978149,91390,1388654,24,Equipment Purchase,75287,0.44,Inventory,820605,0.2689,0
APP_02233,Logistics,8,670,18,0,1826255,1902665,0.1158,0.0338,376680,6718,586754,60,Inventory Restocking,16422,0.76,Real Estate,407204,0.5,0
APP_02234,Logistics,9,565,14,0,4111901,4759293,0.1031,0.0875,324559,6939,996532,60,Expansion,27735,1.02,Machinery,1746811,0.6225,0
APP_02235,Services,13,676,22,0,3954331,4572300,0.2747,0.1638,975667,14631,1321912,24,Inventory Restocking,74689,1.01,None,0,0.3775,1
APP_02236,Services,6,712,6,0,11440163,13237727,0.2633,0.1822,5096841,135984,913870,24,Working Capital,47692,1.37,Receivables,1404253,0.0474,0
APP_02237,Logistics,3,544,10,0,3401836,3288782,0.0671,0.0766,1269107,27902,721892,36,Working Capital,30845,0.32,Receivables,491401,0.8176,1
APP_02238,Manufacturing,21,680,25,0,6980194,7677112,0.1538,0.052,1285615,19492,716839,36,Inventory Restocking,29312,1.83,Machinery,749702,0.1192,0
APP_02239,Manufacturing,8,756,12,0,8515290,7606779,0.149,0.0718,5852893,88517,2781301,36,Working Capital,118402,0.51,Machinery,4818521,0.2689,0
APP_02240,Retail/Trading,3,579,16,0,2090929,2367916,0.0971,0.057,1069322,21942,216275,36,Equipment Purchase,9141,0.54,Real Estate,125100,0.8176,1
APP_02241,Tech/Startup,6,769,7,0,3325124,3114606,0.0435,0.0015,770719,11204,175636,24,Equipment Purchase,9644,0.58,None,0,0.4502,0
APP_02242,Manufacturing,4,595,10,0,9394811,9259196,0.066,0.0578,1730367,29553,3526185,24,Expansion,192586,0.23,Inventory,6586830,0.8176,1
APP_02243,Services,13,507,17,0,48943206,56605590,0.3485,0.1055,54997548,897072,10748388,36,Inventory Restocking,459396,1.05,None,0,0.7311,0
APP_02244,Construction,9,759,16,0,1192211,1338013,0.1104,0.0367,299844,5770,470704,60,Expansion,13765,0.56,None,0,0.4502,1
APP_02245,Logistics,5,614,9,0,10123817,11956273,-0.001,0.0467,13044,156,2111312,24,Equipment Purchase,110972,-0.01,Receivables,1929639,0.5,1
APP_02246,Services,12,556,26,1,23136601,21873092,0.2722,0.1632,10497949,147041,5940956,48,Equipment Purchase,212675,1.46,Machinery,6552889,0.8176,1
APP_02247,Manufacturing,6,830,14,0,6044775,5201130,0.1203,0.0205,902316,18827,1876669,36,Equipment Purchase,73932,0.65,Inventory,3547204,0.1192,0
APP_02248,Tech/Startup,6,725,10,0,1823415,2122754,0.0649,-0.0773,324191,6845,270374,24,Debt Consolidation,14087,0.47,None,0,0.7858,1
APP_02249,Services,3,696,15,0,5061051,5047192,0.2624,0.1326,1907879,26078,488390,48,Working Capital,16809,2.58,Machinery,422101,0.0474,0
APP_02250,Manufacturing,3,506,5,0,1688462,1951457,0.1695,0.0216,777848,14239,475125,36,Expansion,19009,0.72,Machinery,242468,0.8176,1
APP_02251,Manufacturing,21,738,33,0,2947976,3221634,0.1804,0.0945,2755278,68212,674321,36,Expansion,26783,0.47,Machinery,635464,0.2689,0
APP_02252,Logistics,11,784,12,0,8558613,9841730,0.0635,0.0275,2227658,59075,2904625,36,Equipment Purchase,118903,0.25,Receivables,3842216,0.1192,0
APP_02253,Services,1,697,5,0,5012185,5322384,0.2322,0.1814,4823469,86333,329671,12,Debt Consolidation,30856,0.83,Machinery,460093,0.7311,1
APP_02254,Tech/Startup,3,666,12,0,6818916,7670931,0.0836,-0.0409,2830155,50623,1641105,36,Expansion,67727,0.4,Receivables,2322279,0.8581,1
APP_02255,Logistics,2,797,14,0,1324959,1123743,0.1182,0.0763,113788,1627,152389,36,Expansion,6141,1.68,Real Estate,131284,0.018,0
APP_02256,Services,6,682,15,0,2589189,3074190,0.2568,0.1118,3237590,50914,688882,12,Debt Consolidation,65984,0.47,Real Estate,719468,0.5,0
APP_02257,Services,4,769,8,1,11247221,9811982,0.2354,0.1792,4183664,57337,3555853,36,Equipment Purchase,150334,1.06,Real Estate,5747875,0.5,0
APP_02258,Retail/Trading,15,815,20,0,722276,584899,0.0949,-0.0075,164618,3211,102601,12,Debt Consolidation,10003,0.43,Machinery,189285,0.3775,0
APP_02259,Retail/Trading,5,673,6,0,1097349,1110871,0.1676,0.0111,403460,6116,239909,24,Working Capital,13033,0.8,Inventory,475559,0.5,0
APP_02260,Retail/Trading,19,720,23,0,3735144,4051753,0.1252,0.0718,505677,6440,736090,48,Expansion,24825,1.25,Receivables,1347265,0.1192,0
APP_02261,Tech/Startup,6,583,20,0,2896609,3147360,0.152,-0.077,640835,16295,910128,12,Working Capital,88617,0.35,Receivables,1099102,0.9644,1
APP_02262,Services,22,814,22,0,13569208,12696614,0.3039,0.1568,23750290,339262,3527366,36,Expansion,140510,0.72,Inventory,6599899,0.1192,0
APP_02263,Logistics,5,488,7,0,500000,550766,0.0535,0.0473,101678,1445,100000,60,Working Capital,3002,0.5,Inventory,57918,0.8176,0
APP_02264,Retail/Trading,5,707,7,0,4881758,5550676,0.0298,0.0416,451784,6095,1912974,24,Expansion,104009,0.11,Inventory,3641543,0.2689,0
APP_02265,Services,11,694,13,1,27928189,29157160,0.2893,0.1837,37708492,770909,10314386,36,Equipment Purchase,415421,0.57,Receivables,17399263,0.8808,1
APP_02266,Services,10,798,24,0,7979727,7615825,0.246,0.1224,9768365,174456,2015296,36,Inventory Restocking,86056,0.63,Real Estate,3236726,0.1192,0
APP_02267,Services,2,769,4,0,855616,894486,0.1897,0.1702,179573,3780,275608,36,Debt Consolidation,10436,0.95,Real Estate,522551,0.2689,0
APP_02268,Services,6,741,13,0,99243239,113622806,0.2985,0.1663,135546677,2667615,5655839,36,Expansion,225390,0.85,None,0,0.3775,0
APP_02269,Retail/Trading,4,763,18,0,2796193,3244111,0.0371,0.0107,584599,7087,337003,36,Debt Consolidation,14299,0.4,None,0,0.3775,0
APP_02270,Services,4,736,4,0,500000,406303,0.2213,0.1049,411558,7171,159376,24,Expansion,8974,0.57,Machinery,208848,0.2689,1
