applicant_id,business_type,years_in_operation,annual_revenue,monthly_cashflow,loan_amount_requested,credit_score,existing_loans,collateral_value,repayment_history,debt_to_income_ratio,default_flag
APP-1719,Manufacturing,3,4026808,112578,236884,749,0,44327,Average,0.25,0
APP-1720,Manufacturing,14,262854,6459,177848,416,0,113209,Good,0.15,0
APP-1721,Manufacturing,14,4794353,92418,282204,805,1,196591,Good,0.44,0
APP-1722,Manufacturing,15,1603416,51447,481808,488,0,463437,Good,0.65,1
APP-1723,Manufacturing,8,3006156,78487,934159,775,1,377033,Average,0.64,0
APP-1724,Trading,15,2331696,44301,753470,622,0,18409,Poor,0.59,1
APP-1725,Manufacturing,13,1183243,23070,322067,479,0,150589,Good,0.67,1
APP-1726,Trading,17,54677,1573,88563,480,1,306677,Average,0.22,0
APP-1727,Manufacturing,3,254580,4925,669390,586,3,423691,Good,0.56,1
APP-1728,Services,6,180334,3830,99779,774,0,495741,Good,0.52,0
APP-1729,Trading,5,4607885,71985,698649,561,2,15327,Good,0.21,1
APP-1730,Services,17,2102109,61604,947243,822,2,55344,Good,0.39,0
APP-1731,Trading,2,2558963,54737,109704,461,1,265815,Average,0.7,1
APP-1732,Services,15,1931934,42786,271757,786,2,201549,Poor,0.78,1
APP-1733,Manufacturing,5,2746711,83363,925589,480,3,91908,Good,0.57,1
APP-1734,Manufacturing,6,608745,19081,120234,768,0,209074,Average,0.75,0
APP-1735,Manufacturing,6,616819,17849,333831,320,1,50756,Good,0.19,1
APP-1736,Trading,18,3848043,38355,46491,574,1,477038,Good,0.78,1
APP-1737,Services,18,244243,4743,760909,559,1,176031,Average,0.12,0
APP-1738,Manufacturing,4,4501535,76150,868547,632,0,463340,Good,0.47,0
APP-1739,Services,17,2920741,39930,914367,765,3,159152,Average,0.3,0
APP-1740,Services,14,667423,20728,355922,415,2,286688,Good,0.67,1
APP-1741,Manufacturing,14,640642,19594,932285,712,0,76347,Average,0.25,0
APP-1742,Manufacturing,13,687031,13717,30448,836,0,18733,Good,0.11,0
APP-1743,Services,7,2915893,34108,514393,556,3,447427,Good,0.39,1
APP-1744,Manufacturing,12,2053369,17797,323694,467,0,433912,Good,0.14,0
APP-1745,Manufacturing,15,1300844,25099,583582,832,1,48093,Good,0.3,0
APP-1746,Manufacturing,19,966094,9015,293590,314,0,367568,Good,0.55,1
APP-1747,Trading,11,4339361,102288,348723,349,0,178114,Good,0.31,0
APP-1748,Services,15,1136985,26768,750749,603,0,184588,Average,0.27,0
APP-1749,Services,12,296889,9146,911111,786,0,95595,Average,0.21,0
APP-1750,Trading,3,1515088,19824,95615,715,0,37487,Poor,0.19,1
APP-1751,Services,17,4234251,74599,27101,604,1,383075,Average,0.47,0
APP-1752,Manufacturing,3,3162252,94304,993682,495,1,40849,Average,0.58,1
APP-1753,Services,19,4325542,87335,300160,687,0,407766,Good,0.42,0
APP-1754,Manufacturing,4,1793227,17620,684292,754,2,245730,Average,0.19,0
APP-1755,Trading,3,2421693,26887,447869,609,1,76400,Average,0.55,0
APP-1756,Manufacturing,16,4219647,120976,624769,426,1,129120,Good,0.49,0
APP-1757,Services,12,636470,17137,587090,474,1,90930,Good,0.37,0
APP-1758,Services,8,4024409,121659,803981,433,1,477813,Good,0.33,0
APP-1759,Services,17,3355141,37929,220005,365,3,311843,Poor,0.23,1
APP-1760,Trading,7,227216,6212,690722,692,1,471376,Good,0.2,0
APP-1761,Trading,11,4699292,116123,582130,664,0,352614,Poor,0.34,0
APP-1762,Services,18,2226512,31484,56539,578,2,199969,Good,0.13,0
APP-1763,Manufacturing,1,3733460,122012,568005,662,0,406923,Good,0.41,0
APP-1764,Trading,3,2586015,58423,982100,470,0,395140,Poor,0.52,1
APP-1765,Services,4,173662,5384,780569,350,1,357167,Good,0.76,1
APP-1766,Services,13,1868352,55696,426232,627,2,471399,Good,0.54,0
APP-1767,Trading,6,3294571,54892,196272,444,0,490486,Good,0.54,1
APP-1768,Trading,14,2944558,63991,483484,573,2,291162,Average,0.36,0
APP-1769,Trading,5,686438,13123,463503,454,0,480379,Good,0.19,1
APP-1770,Manufacturing,16,1530175,39876,125042,807,0,283175,Good,0.41,0
APP-1771,Manufacturing,15,1879484,43292,137922,662,3,196236,Good,0.52,0
APP-1772,Services,15,1717690,48017,102447,624,1,367129,Good,0.61,0
APP-1773,Trading,4,4469425,38558,355546,597,2,330381,Good,0.68,1
APP-1774,Manufacturing,8,2019036,51542,314751,793,2,243551,Average,0.28,0
APP-1775,Trading,16,3961451,64611,168693,845,3,370570,Average,0.27,0
APP-1776,Services,16,2796153,38975,22823,603,0,442789,Average,0.5,0
APP-1777,Manufacturing,4,1154188,32737,39986,766,0,16719,Good,0.5,0
APP-1778,Manufacturing,13,3759726,39717,655970,538,2,271862,Good,0.25,0
APP-1779,Manufacturing,13,3833112,53835,598613,816,1,56,Poor,0.51,1
APP-1780,Services,2,2356569,31640,520119,475,1,243349,Good,0.34,0
APP-1781,Trading,3,261463,4923,400069,709,0,146424,Good,0.55,0
APP-1782,Manufacturing,8,1717788,28157,260476,663,0,383887,Poor,0.3,1
APP-1783,Services,15,318602,8393,67771,322,1,309964,Good,0.51,1
APP-1784,Trading,11,2444820,63119,64973,617,0,330827,Average,0.64,0
APP-1785,Services,9,712213,11730,680050,824,0,331217,Good,0.79,0
APP-1786,Trading,7,4786912,92185,835539,575,0,219420,Good,0.74,1
APP-1787,Services,13,2241306,30327,592176,528,0,262865,Poor,0.45,1
APP-1788,Trading,2,2723683,68375,545244,407,2,475521,Good,0.44,0
APP-1789,Manufacturing,8,3896703,71071,96839,475,2,445185,Good,0.41,0
APP-1790,Trading,7,2557720,29807,983731,619,0,40194,Good,0.12,0
APP-1791,Services,12,3792849,43674,177605,585,0,177628,Good,0.22,0
APP-1792,Services,19,143476,2351,526754,628,1,439991,Good,0.14,0
APP-1793,Trading,7,164560,4445,983738,655,0,240455,Average,0.59,0
APP-1794,Manufacturing,10,1399987,12559,111131,313,2,79882,Good,0.39,0
APP-1795,Manufacturing,16,3757957,55533,339738,574,2,433099,Good,0.14,1
APP-1796,Trading,3,919241,11394,722261,370,2,404127,Good,0.58,1
APP-1797,Trading,10,599656,19336,545807,494,1,196867,Good,0.55,1
APP-1798,Services,6,3488856,90589,696475,822,0,151944,Good,0.6,0
APP-1799,Manufacturing,18,3630885,51428,993770,405,1,205399,Average,0.52,1
APP-1800,Trading,18,3453209,46686,11832,495,0,73072,Average,0.21,0
APP-1801,Manufacturing,5,2147953,63974,968872,444,0,123919,Good,0.14,0
APP-1802,Trading,7,2777978,36360,491641,649,0,348112,Good,0.67,0
APP-1803,Trading,2,3045785,101302,648210,723,1,229358,Good,0.25,0
APP-1804,Manufacturing,11,4030125,62027,115474,770,0,369395,Good,0.48,0
APP-1805,Trading,13,1876629,19595,604003,515,0,44537,Good,0.44,0
APP-1806,Trading,5,2445265,62615,868267,392,1,478293,Average,0.74,1
APP-1807,Services,6,141679,3339,607654,559,3,109254,Good,0.49,0
APP-1808,Trading,14,2828217,94261,47570,840,0,410076,Good,0.51,0
APP-1809,Trading,12,1389083,39429,491193,584,1,464035,Average,0.32,1
APP-1810,Trading,4,3074628,58584,671975,783,0,423959,Good,0.77,0
APP-1811,Services,6,3753367,94767,999802,671,3,435775,Good,0.53,0
APP-1812,Manufacturing,10,4856540,139769,48311,369,0,231735,Good,0.1,0
APP-1813,Services,18,3940702,83450,362389,678,2,72941,Poor,0.49,0
APP-1814,Services,15,4038395,61202,637475,578,0,489933,Good,0.35,1
APP-1815,Manufacturing,8,2424151,32934,819866,601,2,163277,Good,0.12,0
APP-1816,Services,9,227476,3574,96879,554,0,221016,Good,0.4,0
APP-1817,Manufacturing,5,1249217,36895,550027,563,0,17645,Average,0.64,1
APP-1818,Services,10,2725877,48640,76202,723,0,112661,Good,0.45,0
APP-1819,Manufacturing,6,2303962,35711,108580,512,0,465075,Poor,0.55,1
APP-1820,Trading,16,2999908,85438,758779,399,2,333617,Average,0.55,1
APP-1821,Services,3,4063880,37108,89599,411,1,312878,Good,0.57,1
APP-1822,Services,10,1981441,45934,699009,607,1,161503,Good,0.37,0
APP-1823,Services,11,315033,9505,765724,774,3,389849,Good,0.36,0
APP-1824,Services,11,4778161,88804,974949,847,1,60914,Good,0.1,0
APP-1825,Trading,17,3402477,51262,651058,411,3,17882,Poor,0.21,1
APP-1826,Services,4,3974845,81985,311614,386,0,353004,Good,0.77,1
APP-1827,Trading,4,1185730,31149,347109,482,3,209611,Good,0.69,1
APP-1828,Trading,17,1206649,25639,397476,464,0,436562,Good,0.29,1
APP-1829,Trading,9,3752085,31983,713981,389,1,221714,Good,0.38,0
APP-1830,Trading,19,892329,9183,401825,754,1,144051,Good,0.76,0
APP-1831,Manufacturing,5,1243582,32788,960430,537,1,100513,Good,0.28,0
APP-1832,Manufacturing,6,938976,17213,795339,833,1,380895,Good,0.47,0
APP-1833,Services,3,1641570,45886,648588,357,0,44828,Good,0.12,0
APP-1834,Manufacturing,1,224588,5518,310141,841,3,138300,Good,0.53,1
APP-1835,Manufacturing,16,3823618,87450,201012,701,3,205908,Good,0.75,0
APP-1836,Services,11,3635854,112230,706084,818,3,120354,Good,0.72,0
APP-1837,Services,13,1580332,14011,894237,496,3,336361,Good,0.45,1
APP-1838,Services,10,4369050,53342,172776,345,2,106500,Good,0.55,1
APP-1839,Manufacturing,3,4789023,114662,394346,829,3,335947,Good,0.5,0
APP-1840,Manufacturing,9,1083290,10810,431607,696,2,70908,Poor,0.15,1
APP-1841,Services,12,4675535,114352,990795,373,1,301062,Good,0.21,0
APP-1842,Trading,14,4999702,164671,776230,715,2,404136,Good,0.77,0
APP-1843,Services,1,3496549,105957,12526,634,3,245377,Good,0.28,0
APP-1844,Trading,18,3208546,74137,952190,595,2,475608,Good,0.37,0
APP-1845,Trading,17,531438,16305,869771,383,1,27785,Average,0.46,0
APP-1846,Services,9,4818424,54159,278718,314,0,255333,Good,0.79,1
APP-1847,Services,9,2755430,54283,280877,433,2,344901,Average,0.58,1
APP-1848,Services,10,1308542,24928,322434,777,3,418394,Good,0.54,0
APP-1849,Manufacturing,19,1170780,19604,344937,618,0,361634,Good,0.47,0
APP-1850,Trading,15,2192936,18285,46051,691,0,71997,Average,0.59,0
APP-1851,Manufacturing,5,4122091,126173,25909,778,0,214473,Good,0.56,0
APP-1852,Manufacturing,15,1354140,37612,492898,667,1,261372,Average,0.73,0
APP-1853,Services,2,4858098,119775,87338,666,0,371912,Good,0.48,0
APP-1854,Manufacturing,13,3843868,44425,869864,587,1,276196,Average,0.4,1
APP-1855,Services,16,1838702,32707,530551,677,3,226978,Good,0.67,0
APP-1856,Trading,15,3746724,117802,300277,762,1,203940,Good,0.66,0
APP-1857,Services,10,1641711,39001,716931,312,0,311527,Poor,0.22,1
APP-1858,Manufacturing,14,1678853,39316,613350,835,3,393543,Good,0.27,0
APP-1859,Manufacturing,10,2108721,65710,191980,467,1,350445,Good,0.77,1
APP-1860,Services,14,2010391,44890,414494,569,0,70775,Average,0.41,0
APP-1861,Services,9,4707448,109560,383690,369,1,246709,Good,0.46,0
APP-1862,Manufacturing,14,4126773,70057,585746,617,1,75614,Good,0.32,0
APP-1863,Trading,3,4562121,80381,991769,675,2,138110,Poor,0.44,0
APP-1864,Trading,16,2170100,55280,984286,388,3,270192,Good,0.62,1
APP-1865,Services,2,109072,1782,851847,556,0,225279,Good,0.44,0
APP-1866,Trading,10,3525432,78656,756447,516,0,277098,Good,0.32,0
APP-1867,Manufacturing,3,3933337,60232,850592,749,0,231673,Good,0.17,0
APP-1868,Services,11,2213843,27643,326543,843,2,259407,Good,0.75,0
APP-1869,Manufacturing,11,2812594,55389,821730,440,2,247067,Good,0.71,1
APP-1870,Manufacturing,13,4084941,56247,241946,460,1,450757,Average,0.65,1
APP-1871,Trading,7,4251390,130924,687551,331,0,438687,Good,0.59,1
APP-1872,Services,17,439962,7005,460180,451,3,199387,Poor,0.46,1
APP-1873,Services,2,4836445,112536,174164,559,3,374154,Average,0.73,1
APP-1874,Trading,12,3527899,52634,99407,578,0,275369,Poor,0.65,1
APP-1875,Manufacturing,10,3473788,51355,216329,584,2,105622,Good,0.67,1
APP-1876,Manufacturing,18,851680,14563,507165,841,1,491293,Good,0.32,0
APP-1877,Manufacturing,11,4181279,130582,596801,447,0,478472,Good,0.4,0
APP-1878,Manufacturing,16,1909234,34596,847529,366,0,406747,Good,0.59,1
APP-1879,Services,17,992529,28649,957783,578,0,201943,Good,0.36,0
APP-1880,Services,19,3990008,52930,679764,742,0,271674,Average,0.45,0
APP-1881,Trading,18,1637138,15614,473238,698,1,452251,Good,0.55,0
APP-1882,Trading,3,2136172,59546,569486,427,0,24791,Good,0.41,0
APP-1883,Services,16,1415265,30966,235295,636,0,105806,Good,0.66,0
APP-1884,Services,6,3980131,83290,846429,781,1,253286,Average,0.18,0
APP-1885,Manufacturing,12,3292222,49839,928071,485,0,132721,Poor,0.6,1
APP-1886,Manufacturing,11,165981,1683,988536,468,2,406688,Good,0.2,1
APP-1887,Trading,15,4260608,86937,798611,559,1,461614,Good,0.76,1
APP-1888,Services,15,1372014,41179,12019,806,1,90721,Poor,0.32,0
APP-1889,Trading,16,338569,3837,615743,820,3,27134,Good,0.66,0
APP-1890,Services,10,774071,24431,750599,770,0,197525,Average,0.46,0
APP-1891,Manufacturing,12,3306505,50264,159776,460,1,405660,Good,0.16,1
APP-1892,Trading,13,452641,9794,159102,588,0,172193,Good,0.51,1
APP-1893,Trading,4,4862056,48601,399027,639,2,217129,Good,0.74,0
APP-1894,Services,7,3826764,72553,865877,801,2,253107,Average,0.21,0
APP-1895,Manufacturing,2,1565538,17973,869983,405,0,391470,Good,0.32,1
APP-1896,Trading,15,2949675,28118,13420,774,1,38217,Good,0.41,0
APP-1897,Manufacturing,8,3449902,112112,856307,762,0,415282,Good,0.29,0
APP-1898,Trading,7,4899666,130261,188725,782,3,131067,Good,0.76,0
APP-1899,Manufacturing,15,3449618,90758,551028,452,0,199419,Average,0.36,0
APP-1900,Services,14,3454629,36608,337407,448,2,36189,Average,0.56,1
APP-1901,Trading,8,2242848,70800,640077,487,0,118903,Good,0.26,0
APP-1902,Trading,12,2823219,56662,992063,430,1,468042,Average,0.25,0
APP-1903,Manufacturing,13,4914912,145680,553753,751,3,194549,Good,0.22,0
APP-1904,Manufacturing,11,1694173,14651,454648,815,2,166561,Good,0.4,0
APP-1905,Trading,17,1019224,16092,538419,790,0,289428,Average,0.47,0
APP-1906,Services,17,2817549,93639,544940,775,1,24698,Good,0.11,0
APP-1907,Manufacturing,4,4311725,82049,468189,562,0,436876,Good,0.68,1
APP-1908,Manufacturing,8,286436,8749,752403,837,1,281781,Good,0.46,0
APP-1909,Manufacturing,5,2264178,37434,974651,758,0,179096,Average,0.21,0
APP-1910,Trading,16,124804,2679,319815,835,0,322549,Good,0.15,0
APP-1911,Trading,4,3707390,110067,255289,594,1,323449,Good,0.14,0
APP-1912,Trading,15,3026877,71067,99342,734,0,295700,Average,0.28,0
APP-1913,Trading,12,3839514,101605,291315,574,1,82176,Average,0.45,0
APP-1914,Services,5,2022871,28429,227201,607,0,200633,Average,0.7,0
APP-1915,Services,16,1990483,24344,269820,675,0,382788,Good,0.73,0
APP-1916,Trading,14,2961898,41736,196764,457,2,97012,Good,0.68,1
APP-1917,Services,10,537335,11101,68541,503,0,203349,Good,0.33,0
APP-1918,Manufacturing,7,3559163,100928,19470,374,0,3654,Average,0.31,0
APP-1919,Manufacturing,13,3437951,59074,726704,679,1,302572,Average,0.79,0
APP-1920,Manufacturing,5,1311402,29445,578596,603,1,494771,Poor,0.58,1
APP-1921,Trading,3,3925251,111687,978143,361,1,129814,Good,0.31,0
APP-1922,Manufacturing,15,3890507,55644,948830,407,0,431252,Good,0.33,0
APP-1923,Services,4,1416851,43083,145669,486,0,175621,Good,0.4,1
APP-1924,Trading,15,2629082,84552,637128,528,2,357523,Good,0.54,1
APP-1925,Services,14,2176028,20253,171860,347,3,65355,Good,0.73,1
APP-1926,Manufacturing,19,3035032,29777,992524,567,0,193191,Poor,0.24,1
APP-1927,Manufacturing,13,3127195,33171,59477,553,1,482312,Good,0.16,0
APP-1928,Manufacturing,10,2376344,65949,642549,386,0,46257,Good,0.38,0
APP-1929,Trading,5,3507100,45826,636754,480,0,113435,Good,0.27,0
APP-1930,Services,6,2399465,63527,305215,324,0,105866,Good,0.5,0
APP-1931,Trading,4,1126837,21821,473819,687,1,409203,Average,0.59,0
APP-1932,Trading,2,3149449,92088,465139,521,0,254559,Good,0.32,0
APP-1933,Manufacturing,16,3160999,90237,80560,696,3,414026,Good,0.58,0
APP-1934,Trading,18,1587746,51323,789680,810,1,282455,Good,0.34,0
APP-1935,Trading,5,1679040,24529,795566,739,0,112695,Good,0.54,0
APP-1936,Manufacturing,4,2461596,34620,460708,474,2,316622,Good,0.54,1
APP-1937,Trading,13,2289564,20883,434986,610,0,165992,Good,0.29,0
APP-1938,Manufacturing,19,3713289,69043,348906,573,1,8738,Good,0.55,1
APP-1939,Manufacturing,2,4238699,83968,176471,334,0,335568,Good,0.37,0
APP-1940,Manufacturing,13,2966596,96254,524295,516,0,324376,Good,0.34,0
APP-1941,Manufacturing,11,4177436,121575,254413,707,0,370544,Good,0.3,0
APP-1942,Trading,4,2515933,31457,198511,818,0,267618,Good,0.34,0
APP-1943,Manufacturing,15,4916940,139127,971919,568,0,59026,Good,0.65,1
APP-1944,Manufacturing,4,3512511,44927,940073,774,0,66024,Poor,0.27,0
APP-1945,Trading,9,434083,4461,536657,624,3,50974,Good,0.58,0
APP-1946,Trading,7,581598,17017,382107,655,0,417360,Good,0.73,0
APP-1947,Services,19,2328845,76228,238629,389,0,267766,Average,0.35,0
APP-1948,Trading,19,716252,7546,796960,341,3,445489,Good,0.12,0
APP-1949,Trading,6,3100798,88935,118806,664,1,359510,Good,0.12,0
APP-1950,Services,6,2586047,77099,171386,501,1,233150,Good,0.2,1
APP-1951,Trading,15,3374353,38137,637267,665,0,39214,Average,0.18,0
APP-1952,Trading,15,3304992,50945,945551,587,1,93184,Average,0.62,1
APP-1953,Trading,9,4847663,129310,816180,780,0,249212,Poor,0.31,0
APP-1954,Trading,4,746362,21291,45109,800,1,360377,Good,0.56,0
APP-1955,Services,18,4511835,77525,548207,351,3,189065,Average,0.13,0
APP-1956,Trading,18,3585443,44214,319642,402,1,156295,Good,0.31,0
APP-1957,Trading,5,1982303,48649,327952,660,0,284009,Good,0.26,0
APP-1958,Services,11,2801821,72518,746152,723,1,205180,Poor,0.29,0
APP-1959,Manufacturing,5,476941,9979,604729,504,1,499353,Good,0.23,0
APP-1960,Services,4,3923770,46915,385987,313,1,456865,Good,0.53,1
APP-1961,Manufacturing,12,4900224,144289,516775,769,1,43026,Good,0.56,0
APP-1962,Services,2,436354,10675,346564,765,1,89037,Average,0.2,0
APP-1963,Services,13,2990149,89891,432122,603,1,452423,Good,0.62,0
APP-1964,Trading,10,985709,31205,379591,726,3,157938,Good,0.28,0
APP-1965,Manufacturing,9,2535178,72191,474702,409,2,405632,Good,0.3,0
APP-1966,Trading,10,3303965,106717,76896,814,0,25775,Good,0.68,0
APP-1967,Manufacturing,7,2135469,68740,113431,367,2,422296,Poor,0.73,1
APP-1968,Services,4,3715632,88495,425162,545,0,201495,Good,0.68,1
APP-1969,Services,19,3572348,94801,581308,688,2,19374,Good,0.2,0
APP-1970,Manufacturing,10,1396365,36052,215338,607,0,320595,Good,0.8,0
APP-1971,Trading,3,1186078,28301,526915,651,1,445815,Good,0.57,0
APP-1972,Trading,19,536598,4731,818593,365,2,344285,Good,0.46,1
APP-1973,Trading,2,4593758,79155,37738,759,0,15684,Good,0.77,0
APP-1974,Trading,10,583037,6317,669285,646,2,24002,Poor,0.67,1
APP-1975,Services,2,3881871,61488,411679,624,1,91551,Good,0.58,0
APP-1976,Services,2,634933,6379,67153,332,0,392848,Good,0.69,1
APP-1977,Services,17,263933,8270,748308,367,1,416188,Good,0.37,0
APP-1978,Services,16,1051720,20631,71009,486,3,459369,Good,0.58,1
APP-1979,Services,16,2197914,28721,884370,491,0,439620,Good,0.23,0
APP-1980,Trading,14,2735662,62791,895978,512,1,494090,Good,0.79,1
APP-1981,Trading,7,477709,6327,494469,727,2,6309,Poor,0.51,1
APP-1982,Trading,11,305539,8690,706912,650,3,346819,Good,0.67,0
APP-1983,Trading,1,1800866,28780,328415,407,2,330470,Good,0.39,0
APP-1984,Services,11,3354513,54362,806229,539,1,7826,Good,0.63,1
APP-1985,Services,4,3827173,115129,358274,515,3,143206,Good,0.37,0
APP-1986,Services,7,1852272,41330,81942,476,2,150765,Good,0.51,1
APP-1987,Manufacturing,15,4897384,149448,128065,629,2,121840,Good,0.64,0
APP-1988,Trading,18,4226429,78846,286109,749,0,135126,Good,0.18,0
APP-1989,Trading,12,3218097,54487,285877,746,0,252816,Good,0.35,0
APP-1990,Services,17,2085030,43761,456439,836,1,147162,Average,0.48,0
APP-1991,Trading,1,2000852,19749,399326,478,1,482560,Good,0.33,0
APP-1992,Trading,11,62120,757,529790,694,0,105985,Good,0.32,0
APP-1993,Services,1,674135,9317,692286,444,0,277713,Poor,0.3,1
APP-1994,Manufacturing,15,4867167,139932,694143,497,1,425443,Good,0.26,0
APP-1995,Manufacturing,10,4789052,127763,617648,383,0,6508,Average,0.69,1
APP-1996,Manufacturing,7,2103902,27700,177466,384,0,409824,Good,0.75,1
APP-1997,Services,2,4795920,73147,380522,756,0,89059,Good,0.59,0
APP-1998,Trading,10,2271186,72541,730156,775,2,207041,Good,0.12,0
APP-1999,Services,4,3371613,35329,300431,552,1,97475,Good,0.65,1
APP-2000,Services,12,884030,19466,92104,371,0,130447,Good,0.47,1
APP-2001,Trading,19,4436152,94860,695796,522,0,392963,Average,0.63,1
APP-2002,Manufacturing,11,2401441,63580,359060,575,1,110648,Average,0.41,0
APP-2003,Manufacturing,8,2974553,44229,755692,545,2,24520,Good,0.13,0
APP-2004,Services,18,2316598,73442,476783,640,1,470640,Average,0.58,0
APP-2005,Manufacturing,11,1826238,33964,490699,770,0,293076,Poor,0.41,1
APP-2006,Services,11,112784,1745,799620,753,1,19734,Good,0.71,0
APP-2007,Services,13,4960662,83116,625493,306,2,331507,Good,0.62,1
APP-2008,Trading,3,2509730,42794,242321,487,0,312699,Good,0.35,1
APP-2009,Trading,12,4488072,59720,893781,303,1,249972,Average,0.61,1
APP-2010,Trading,3,2045127,64492,147837,424,0,278401,Average,0.45,0
APP-2011,Services,10,1791070,22755,454842,314,0,163266,Good,0.24,1
APP-2012,Trading,17,1558834,47395,754067,824,0,227926,Good,0.39,0
APP-2013,Manufacturing,2,1085108,20027,151879,539,1,147865,Poor,0.26,1
APP-2014,Manufacturing,17,4387739,66102,20204,659,0,427900,Good,0.1,0
APP-2015,Services,16,528365,7025,757962,817,0,355694,Good,0.27,0
APP-2016,Services,2,2964212,62076,723304,619,0,261894,Good,0.25,0
APP-2017,Trading,6,2124242,53243,838552,530,0,315363,Good,0.1,1
APP-2018,Services,10,3265400,100537,112903,329,1,396075,Good,0.65,1
APP-2019,Services,10,1669110,41134,425874,833,0,301984,Good,0.15,0
APP-2020,Manufacturing,8,544209,11115,833513,455,0,359536,Good,0.41,1
APP-2021,Manufacturing,1,663398,6083,790975,698,2,321471,Average,0.39,0
APP-2022,Trading,13,1584230,49458,569274,645,1,113827,Good,0.23,0
APP-2023,Services,9,1813796,56032,875754,494,1,34819,Good,0.78,1
APP-2024,Services,10,4840280,86163,891251,467,0,85621,Good,0.52,1
APP-2025,Manufacturing,15,901980,8171,926447,676,1,466966,Good,0.67,0
APP-2026,Services,5,1816299,48436,584592,788,0,101272,Poor,0.45,1
APP-2027,Manufacturing,16,4517610,127059,862024,661,0,41704,Average,0.61,0
APP-2028,Trading,13,4070018,89112,330692,781,1,459353,Good,0.78,0
APP-2029,Manufacturing,18,1712656,31521,370591,543,3,322523,Good,0.34,1
APP-2030,Services,11,4944097,146402,574274,470,1,155390,Good,0.45,0
APP-2031,Trading,9,2660366,34973,346239,812,0,80987,Good,0.46,0
APP-2032,Manufacturing,16,1284599,24821,101594,705,2,457172,Good,0.79,0
APP-2033,Manufacturing,2,610846,5464,360425,506,0,373705,Good,0.26,1
APP-2034,Trading,2,4373242,54375,600439,453,2,267418,Poor,0.57,1
APP-2035,Trading,12,1245307,39668,870030,347,0,411442,Good,0.2,0
APP-2036,Manufacturing,8,2921712,66572,824646,300,0,436850,Good,0.75,1
APP-2037,Services,9,4167143,118651,835177,706,1,358606,Good,0.51,0
APP-2038,Manufacturing,12,3027407,62049,512939,406,3,457717,Good,0.7,1
APP-2039,Trading,9,905656,26448,183620,472,2,241744,Good,0.73,1
APP-2040,Manufacturing,10,4710745,102727,151753,805,1,281190,Good,0.49,0
APP-2041,Trading,2,3616568,30548,148056,429,1,74210,Poor,0.58,1
APP-2042,Trading,16,4729020,145775,168651,697,1,118724,Good,0.59,0
APP-2043,Services,7,1842363,22195,887242,593,1,215631,Good,0.42,0
APP-2044,Trading,2,688922,13500,244347,746,2,415126,Good,0.4,0
APP-2045,Trading,1,827867,16764,720293,315,0,404719,Average,0.23,0
APP-2046,Services,19,4110861,39111,430615,648,0,48392,Good,0.37,0
APP-2047,Trading,4,3116461,30105,696841,502,3,61472,Good,0.79,1
APP-2048,Services,2,2552884,69941,10944,433,3,243746,Average,0.29,1
APP-2049,Services,14,1752424,27766,628281,825,0,70904,Good,0.63,0
APP-2050,Trading,2,3351643,62253,281258,807,0,351207,Poor,0.14,0
APP-2051,Trading,15,4225252,94798,836278,365,3,307479,Good,0.43,1
APP-2052,Manufacturing,12,1235560,21829,749026,779,1,22487,Good,0.14,0
APP-2053,Services,5,1810968,50180,218920,758,1,36593,Good,0.43,0
APP-2054,Manufacturing,7,996301,30332,266805,641,0,75927,Good,0.12,0
APP-2055,Trading,10,4906113,48208,304740,458,2,272018,Good,0.53,1
APP-2056,Manufacturing,14,4377101,106006,638375,460,0,316966,Good,0.51,1
APP-2057,Services,14,917838,14937,803339,553,0,53948,Good,0.66,1
APP-2058,Manufacturing,5,1107880,25387,265035,826,0,3608,Poor,0.51,1
APP-2059,Services,18,3137714,64106,169186,848,3,95987,Good,0.75,0
APP-2060,Trading,14,4369859,72868,821441,454,2,105182,Good,0.65,1
APP-2061,Trading,2,3528192,37764,356990,785,2,230394,Good,0.19,0
APP-2062,Services,12,1621853,36198,846673,731,0,447717,Good,0.29,0
APP-2063,Trading,6,518224,5779,701085,326,3,447128,Average,0.12,0
APP-2064,Trading,4,3180576,38918,815428,311,2,27546,Average,0.37,0
APP-2065,Trading,13,3290216,108207,409263,366,2,378143,Good,0.46,0
APP-2066,Trading,4,1357066,22053,300911,841,3,100804,Good,0.76,0
APP-2067,Services,14,835890,19178,288491,395,0,461419,Good,0.47,0
APP-2068,Manufacturing,16,4137954,62645,112063,514,1,324640,Good,0.65,1
APP-2069,Manufacturing,4,972229,29138,558390,493,3,317330,Average,0.29,1
APP-2070,Trading,1,2888109,44525,538551,589,2,173418,Good,0.21,0
APP-2071,Manufacturing,13,2653441,46449,380729,843,1,136302,Good,0.67,0
APP-2072,Manufacturing,4,4856799,114343,77438,338,0,25720,Good,0.27,0
APP-2073,Trading,18,248017,7461,106359,505,1,305167,Good,0.71,1
APP-2074,Trading,6,3793757,109027,433756,783,1,430818,Good,0.22,0
APP-2075,Manufacturing,3,2918921,43578,664539,636,0,67082,Average,0.7,0
APP-2076,Services,13,4915368,142900,504087,795,2,15050,Average,0.64,0
APP-2077,Trading,16,3053225,78966,478942,548,0,375497,Good,0.53,1
APP-2078,Services,5,2379518,78712,466985,373,0,182387,Average,0.7,1
APP-2079,Manufacturing,4,4494623,142567,706203,672,1,314308,Good,0.33,0
