business_type,years_in_operation,annual_revenue,ebitda,loan_amount,loan_term_months,promoter_credit_score,existing_debt,default_flag
Logistics,3,7745608.96,2448673.61,2958735.63,48,629,823042.44,0
Tech,9,43538226.27,15527333.37,4391840.03,48,726,1506020.4,1
Services,10,44297752.51,-1518400.18,3381642.74,24,805,514229.33,1
Logistics,11,16460842.91,962879.07,2637422.8,48,337,1055040.35,0
Services,4,26044515.71,5011394.75,3393904.36,48,513,825905.79,0
Logistics,6,32901947.61,11117617.38,1342180.33,48,411,1339885.23,0
Logistics,10,1381000.84,187708.05,1339506.42,12,646,1448481.57,1
Services,1,2888084.1,511266.53,1437814.42,36,727,195408.21,0
Services,8,41988383.69,3802396.1,1947266.85,60,557,1032657.45,1
Tech,2,11925480.37,-1302760.9,782063.41,60,526,1049382.68,1
Logistics,1,36956463.33,-5735563.36,2289487.73,60,438,686820.23,1
Retail,13,28118462.7,8127157.94,290775.17,48,592,123722.85,1
Retail,14,18225222.44,-2488414.02,443963.4,36,402,1746012.62,0
Manufacturing,9,14653414.2,-2202890.65,3926880.31,24,528,557675.17,0
Retail,13,32767314.91,-1497857.49,212220.59,60,671,1797386.11,1
Services,3,4793791.99,1580864.37,3604440.17,48,716,1834350.87,0
Manufacturing,9,32506565.55,6162233.69,1439581.2,60,332,1566937.1,1
Services,4,38576944.58,-1297588.26,4823371.78,24,390,1370381.21,0
Manufacturing,3,27489168.06,-1627666.53,4488779.14,24,532,1301109.96,1
Tech,1,2489835.22,-142262.9,587984.38,60,515,207237.58,1
Services,2,34702278.45,-331382.53,4223870.54,48,691,238599.16,0
Logistics,3,2029407.57,566501.52,1411100.55,24,800,1724035.43,0
Services,5,27882582.87,7614717.31,1506315.22,12,494,1303947.43,0
Manufacturing,10,4182586.45,1620569.0,4762492.32,12,376,1001393.26,1
Retail,5,46615620.82,-1964751.42,3500536.64,12,596,530946.45,0
Logistics,14,29024538.11,-4973133.18,2268596.95,48,461,1638876.16,0
Tech,13,29807183.23,2263258.66,2520139.37,60,578,327975.94,0
Logistics,12,5433227.06,807398.13,4092501.25,60,469,381548.3,0
Manufacturing,1,38534067.14,8735763.27,2104137.91,60,405,30176.06,0
Manufacturing,10,8063887.56,192628.75,460729.48,48,553,200086.57,1
Services,6,9989113.92,-1466021.07,194565.75,60,435,530702.34,0
Logistics,1,29640240.16,7881362.01,4251326.49,24,826,930557.14,0
Logistics,8,49241934.92,-3067458.14,4833156.01,36,766,947382.26,1
Logistics,11,15345695.9,4464121.29,2284182.94,36,748,421291.2,0
Manufacturing,12,43292232.01,1541430.51,101179.28,60,799,640415.97,0
Services,2,28367584.47,8161150.79,4023055.92,12,521,1459212.57,0
Logistics,6,37514381.22,8667308.9,197411.55,12,811,782553.71,0
Retail,8,34883076.78,-1098926.93,2857239.83,60,619,1939874.42,0
Retail,2,35119253.85,-1442330.02,1523013.52,12,689,31389.87,0
Tech,10,40940677.35,13661870.84,4164288.53,36,327,844047.13,0
Services,6,14483692.42,2982476.14,1822487.4,48,488,934591.61,0
Retail,1,33293595.22,5901736.27,3265450.43,48,794,266768.99,1
Retail,7,34682355.7,11501460.3,3318776.85,12,705,57602.74,0
Tech,14,12795632.13,-708374.43,679367.06,12,635,302965.43,0
Services,8,28607391.52,5445272.01,3555426.0,36,724,1022649.09,0
Retail,3,3474215.28,-638356.43,2380650.96,36,510,1745746.57,1
Logistics,9,38596000.78,8025072.31,4218413.29,36,570,1213662.86,1
Logistics,3,35157904.76,-149712.93,1995850.95,48,444,1794813.94,0
Retail,1,15879824.42,-1941199.0,935122.69,60,368,253239.66,1
Tech,7,38999033.58,-7252628.1,1160011.95,36,376,1041407.56,1
Services,7,13264565.18,4555934.74,1644417.72,24,529,730163.27,0
Retail,7,21952351.98,2736362.55,4850903.05,48,575,1254648.94,0
Tech,1,25056806.77,3092678.76,3571115.19,24,654,1289710.61,0
Manufacturing,1,36337771.52,2216216.65,2394309.38,24,828,1146269.87,1
Retail,10,18089139.39,4450942.45,1405653.13,36,696,47612.09,0
Tech,11,2790854.03,-359327.79,4482452.68,60,410,238200.12,0
Services,3,31617291.92,-3625092.45,2799387.34,36,360,1972797.15,1
Logistics,3,32432608.66,-4042148.09,3033802.05,60,845,17549.51,0
Manufacturing,6,16390165.47,894954.86,3011264.36,36,464,1789428.21,1
Tech,3,29344830.11,9110786.57,4204421.24,48,792,932282.3,0
Retail,12,42638797.55,5968571.67,3817502.03,36,495,80489.54,1
Services,7,25904026.59,3749626.07,4463700.63,60,357,959966.13,1
Manufacturing,3,15334742.41,3474936.06,4018015.89,24,621,1663731.74,0
Services,8,41501986.95,4812044.23,4163504.72,48,603,450577.78,0
Logistics,7,3508667.85,-487591.94,1591772.9,36,420,771761.47,1
Services,12,18228269.89,5181191.37,1099043.73,24,550,1076658.66,1
Logistics,10,28664016.67,-3896126.46,3219067.99,48,300,278930.93,1
Services,2,34622271.7,12400844.36,4313272.21,36,436,490459.92,1
Tech,6,12178045.47,2137214.63,994746.85,36,364,8963.39,0
Tech,10,2625339.67,375970.42,698836.76,48,829,362651.71,0
Manufacturing,13,44695116.0,-3712255.73,3219932.14,24,802,477401.61,0
Tech,5,28407025.9,2410877.27,3648076.49,60,745,253053.83,0
Retail,10,2321289.35,402206.59,4066948.38,60,463,1682388.11,1
Tech,1,20836737.29,3689112.99,1554574.97,48,797,264567.42,0
Retail,9,44471385.7,-3811155.64,3948563.35,24,849,1975191.55,0
Tech,10,44973053.94,12850146.5,4914703.11,36,766,1419659.58,0
Services,10,7942120.8,1158640.62,1013034.03,12,634,1542506.22,0
Manufacturing,11,3254218.25,-262262.4,1370981.7,24,605,657666.09,1
Services,10,2493922.28,-240102.73,3077620.05,60,427,1713168.89,0
Tech,9,13269556.56,-717132.58,3898652.62,36,802,1901956.87,1
Retail,11,38144849.22,3284011.91,4628764.73,12,331,190925.36,1
Manufacturing,11,15576707.38,5897686.01,4684710.13,60,562,413345.88,0
Services,9,46281176.64,-7045189.61,1510738.93,12,302,608140.57,0
Manufacturing,7,1020145.91,-58154.2,622327.5,36,407,1853425.69,0
Services,7,3076593.72,1160207.6,2206106.72,48,764,1187033.78,0
Manufacturing,11,1937419.74,727887.8,3102075.8,36,327,1360122.79,0
Manufacturing,12,5947880.92,202707.77,2272203.29,12,350,1089603.96,0
Services,5,48477485.46,13652569.51,4760344.33,60,793,574914.23,0
Manufacturing,10,19338509.1,-1191783.74,3563863.97,24,823,368867.01,0
Logistics,2,44916181.13,17398354.8,4307382.94,48,585,85794.02,0
Retail,3,22384135.44,153566.57,1767555.28,36,797,1772663.32,0
Manufacturing,14,23210098.33,5470797.23,4928734.75,24,773,993247.63,0
Manufacturing,14,7620212.36,746576.8,3229354.42,12,326,1942592.45,0
Services,5,20841620.74,807983.71,3211273.19,24,381,1540060.94,1
Logistics,2,3546361.02,-395043.0,4965791.53,36,432,623943.08,1
Manufacturing,11,2269058.31,-136221.37,3386480.12,48,771,173357.12,1
Retail,10,34730944.14,12276734.18,4045866.05,36,720,524327.82,0
Logistics,1,28308993.71,11092521.44,2118301.66,60,336,810451.57,0
Logistics,1,5711996.48,1464190.01,1015560.2,24,487,1492532.12,0
Logistics,3,31028131.8,6478003.91,3418098.09,24,702,890589.54,0
Services,7,16869788.03,6596512.29,369735.02,48,778,65670.86,0
Services,14,47960513.98,18440376.47,4951427.5,24,666,1868310.69,0
Retail,9,3613463.75,625081.33,4308734.4,48,622,1819608.66,1
Retail,5,39388526.81,-6504870.53,4397245.27,24,769,938205.95,0
Manufacturing,4,20293005.41,3724089.24,4149160.13,48,543,880718.39,0
Services,14,24653903.17,-1588624.15,840693.6,36,717,458823.98,1
Logistics,14,16691433.44,3381055.31,3031150.0,60,553,569777.28,0
Logistics,3,26481422.29,1064974.59,2876670.52,12,303,1824399.8,1
Manufacturing,9,42613628.94,10474270.65,2094750.59,12,809,1066653.69,0
Tech,9,23191050.13,-2531921.84,3817378.1,12,660,694554.47,0
Services,2,49259175.33,-6579610.96,3879436.8,60,763,1882822.36,0
Logistics,6,17409311.92,2438936.15,802415.75,60,779,328585.14,0
Services,2,24356241.83,9121837.67,2366416.53,36,541,1980803.07,1
Retail,3,49136163.7,14325061.27,2995834.76,12,413,1695290.29,0
Logistics,8,41047362.57,2732846.2,2475232.65,60,819,426328.4,0
Manufacturing,1,20128691.76,-3916046.74,864038.64,12,740,178032.25,0
Services,11,21490583.17,2012768.27,989729.79,36,818,1417408.58,0
Tech,14,24542911.28,-2518161.05,1176258.26,60,607,1770457.97,0
Logistics,12,3799263.96,-527841.9,1633639.8,12,462,692798.64,1
Manufacturing,12,22466089.2,4599265.42,377352.08,60,788,553339.88,0
Services,1,16046830.13,4568892.05,3368721.65,36,631,369070.1,0
Manufacturing,2,16034029.63,4055137.29,3783985.18,36,544,1536821.09,1
Manufacturing,6,39456009.13,7869184.39,4418122.69,36,824,1644727.03,0
Manufacturing,9,18870027.36,-349084.59,2431389.58,48,592,58202.9,0
Manufacturing,12,24470526.28,3284068.86,1581484.43,48,343,543974.65,0
Services,10,27154560.84,8484889.29,2809885.44,48,382,780391.93,0
Retail,12,10854713.44,261296.91,498274.56,48,763,103000.6,0
Manufacturing,4,20553740.63,-2538639.99,2671066.95,36,374,220465.82,1
Logistics,7,15639976.35,5799671.03,3410576.06,24,361,1614359.54,1
Logistics,5,15473946.04,4966169.04,1976538.35,12,605,1843707.35,0
Services,12,1094453.57,82574.46,2910966.33,24,364,1012010.67,1
Manufacturing,1,20257019.27,-1713688.05,4835744.43,12,600,1100984.94,0
Manufacturing,2,49410289.51,6766673.98,424648.02,12,397,1586123.44,0
Tech,13,5236467.26,980577.23,1330450.21,36,784,548694.77,0
Manufacturing,9,26257143.68,-4160063.08,4668896.14,48,544,213310.14,1
Manufacturing,9,33998466.58,2554621.46,190482.93,48,435,1046463.06,0
Tech,6,18184910.64,-2448241.25,3009007.86,12,576,1850493.97,0
Retail,11,21969489.6,2759809.95,2799626.55,36,350,819692.2,0
Manufacturing,8,27091804.88,3687399.39,3882271.52,36,379,1522971.37,0
Manufacturing,13,28746887.04,-3751948.33,185204.84,36,577,1852454.9,1
Retail,13,27837253.75,-763230.63,2474238.56,24,351,1718845.18,1
Manufacturing,10,20790593.91,-161845.9,4892367.53,36,804,530298.0,0
Manufacturing,11,46855920.78,-8239672.83,4847943.84,12,464,1759126.48,1
Tech,3,19584626.07,-3246607.56,4460005.69,48,564,726667.56,1
Manufacturing,7,9805201.67,740138.32,1204150.87,60,500,373367.85,0
Manufacturing,7,11664922.83,3341704.07,3122815.53,24,795,1133529.13,0
Tech,1,14869725.41,-1439879.88,3392740.57,12,315,1351569.51,0
Logistics,11,25311403.63,6492221.22,2991457.66,12,466,1811590.34,0
Manufacturing,2,1338002.95,116062.2,1742714.39,12,827,1588561.43,1
Manufacturing,14,7026673.49,670272.31,3492957.73,24,476,901591.47,1
Logistics,7,21671207.96,-454220.07,2229551.61,36,650,1520411.25,0
Manufacturing,3,11596527.7,2139954.04,1228836.63,36,667,789713.93,0
Logistics,13,18542797.75,-3583511.44,3009886.39,48,602,134394.2,1
Manufacturing,2,18070818.53,-2450522.12,2560687.59,48,816,1008076.02,1
Manufacturing,9,43189668.24,11757794.25,2013814.45,12,352,1380421.55,1
Manufacturing,12,46217884.71,-2063502.97,1648897.75,24,354,839815.1,0
Logistics,5,12891560.9,4272350.39,4430416.79,24,584,45373.68,1
Tech,14,36760375.05,1550704.99,1786442.23,48,544,1158442.38,0
Tech,8,24952251.79,8700483.14,4356530.62,48,375,1893277.45,1
Logistics,9,28446287.2,10114535.66,2460608.85,24,651,150955.83,0
Tech,10,20108037.27,970566.16,4604345.81,36,695,274434.46,0
Tech,4,9909227.92,88542.05,243384.33,24,333,905067.29,0
Retail,14,27774266.53,9198076.24,4719746.89,48,626,1846001.68,0
Logistics,4,6357041.61,-435228.12,1882551.65,24,616,1018318.26,1
Tech,6,45410833.29,-6930497.37,2722023.22,24,576,36634.41,0
Manufacturing,14,6815766.34,956777.18,722560.93,36,441,772062.1,1
Logistics,3,47203425.01,-3021579.42,4210517.29,24,699,1521662.06,0
Services,1,47949405.23,-1673377.86,4430600.32,24,588,98377.98,1
Logistics,10,21228347.65,3161018.6,288301.7,24,367,1567824.76,0
Services,5,43684279.01,8757047.92,750142.03,48,759,776786.36,0
Manufacturing,8,20391690.76,-3330286.63,3075927.25,36,561,863303.53,0
Manufacturing,11,42201377.77,10540233.48,4452921.75,24,520,1457827.51,0
Logistics,12,28161453.13,2063016.39,1105646.24,36,452,1482214.08,0
Manufacturing,5,26903665.07,2515882.0,2775667.5,60,375,340202.49,0
Logistics,8,33553923.25,-3787130.92,4702170.62,12,659,1097949.27,0
Retail,1,38036132.82,360198.71,971211.86,24,503,1592871.29,0
Logistics,12,43194730.41,12147051.32,4611760.21,24,377,1093991.7,0
Logistics,6,25446306.1,7076718.93,431018.73,24,719,1968762.63,0
Services,4,2090477.87,-55215.22,4168138.59,12,834,1810053.19,1
Services,8,41687073.79,14580701.05,3888379.5,36,735,1762378.47,0
Manufacturing,14,32468825.17,8482735.05,4590189.02,12,744,1354750.69,0
Services,10,30649541.92,-2586471.33,1980987.27,24,460,1755688.3,1
Manufacturing,7,1499648.69,457154.7,3244263.89,60,385,1378548.76,0
Logistics,2,22547568.71,4215113.3,2528740.59,60,551,167979.0,1
Logistics,4,9031914.84,3440407.02,2310722.79,36,498,472652.04,0
Manufacturing,1,5943972.17,1080641.08,2942842.16,60,573,1603928.01,1
Services,1,31078154.78,9807498.07,4731291.14,36,495,1006141.07,0
Tech,12,1886263.31,-300053.8,2662637.81,12,335,360588.57,1
Services,9,19950749.75,-39019.78,2402460.55,60,771,948128.43,1
Logistics,14,5457092.74,-461120.18,762675.16,60,666,685480.83,0
Manufacturing,3,4278614.29,29113.22,2493316.12,60,646,606968.42,0
Tech,7,1821311.35,219426.06,382648.09,24,846,1121017.47,1
Tech,3,26545678.37,8579307.37,2425764.04,36,412,294139.81,1
Retail,2,24504482.01,2907071.92,1381939.36,60,584,1654373.43,1
Services,10,5928359.57,1237092.31,964021.18,36,309,71348.83,0
Tech,14,18016601.8,4792613.75,3246679.12,60,846,414226.95,0
Logistics,7,25156965.56,-3486780.78,4835311.32,60,405,1302066.6,1
Logistics,11,13832621.01,-1266947.15,3582269.51,60,663,239768.14,1
Retail,11,34576856.64,9126390.22,272408.18,12,445,747044.21,0
Tech,9,42614894.92,-7356488.29,1133749.52,36,759,980085.04,0
Manufacturing,1,30223406.73,7418417.71,1733939.4,12,435,1467719.74,0
Manufacturing,13,15280143.44,4654651.71,332014.89,12,623,1738348.28,0
Retail,3,8877756.07,2972865.64,3771522.77,48,507,542440.55,1
Manufacturing,7,4417661.08,1455151.46,961703.62,48,574,1042668.17,0
Retail,1,33839068.11,4933258.76,2603176.59,48,684,1103564.46,1
Services,14,28242539.66,5829918.05,4133923.05,36,457,1125862.46,0
Logistics,7,27376021.93,488952.63,2656954.62,12,658,815085.88,0
Manufacturing,4,20360133.97,-1574612.4,3841661.36,24,494,1092842.85,0
Services,11,27007665.25,-3097254.24,384940.49,24,441,1078853.03,1
Tech,4,13580863.95,-1370573.36,3231259.24,36,820,1918386.97,0
Retail,12,10231052.68,-1460820.97,167728.8,12,715,1785312.39,0
Tech,7,45909418.26,5589974.77,607363.5,24,782,751589.8,0
Retail,5,44671831.15,6720448.94,3945407.83,36,762,1425212.15,0
Retail,5,40496730.08,9861008.53,4016212.82,60,479,66375.26,0
Services,7,16187985.66,544381.92,4837575.94,24,653,1565976.71,0
Services,9,28498945.8,9204491.5,2545006.93,24,693,1872953.57,0
Tech,9,9538557.99,286607.89,1245857.01,24,574,818746.25,0
Logistics,6,18426364.78,-946867.91,1938364.35,12,497,1245400.79,0
Services,4,18128888.52,-3231666.36,4687120.23,12,776,1840600.54,0
Services,10,4817594.87,-208497.67,2068376.71,60,747,1432662.05,1
Logistics,1,32586837.33,5360450.33,4481985.32,48,501,651671.19,1
Manufacturing,13,3726013.8,-662899.71,1810051.53,48,774,1979096.24,1
Tech,9,49187744.2,-6200111.12,885792.96,36,539,1862449.52,1
Tech,2,17129982.79,1275636.48,1040623.64,48,764,577965.81,0
Logistics,9,12040791.53,-654818.67,2971941.63,60,818,1338022.05,0
Retail,4,44679315.25,11785549.96,2811622.96,36,690,1092933.7,0
Tech,2,24663719.83,9012477.95,4692584.02,48,844,1825721.42,0
Tech,2,41819528.76,15896436.04,1415053.99,24,648,153207.23,0
Retail,6,2047933.2,632258.74,795237.28,60,402,334147.31,1
Retail,3,31298783.49,12291580.79,2494355.1,36,727,1342372.24,1
Retail,6,30085507.98,-4699575.0,2052050.61,60,634,1774284.0,0
Manufacturing,9,28811295.44,-5537445.89,4146730.76,48,764,1723314.31,0
Manufacturing,14,39226147.2,12217588.26,2420413.78,48,603,560225.4,0
Tech,9,20177355.29,2944884.49,4637358.52,36,532,1414588.41,1
Manufacturing,9,47120152.81,314059.66,1234039.49,60,659,747040.84,0
Manufacturing,1,41385696.64,9320816.85,4062072.23,36,474,571835.15,0
Manufacturing,10,40209955.29,3309692.3,3453800.34,36,482,233806.28,0
Services,14,10190868.01,-1624111.36,1327799.33,36,442,569310.79,0
Manufacturing,11,18133459.68,5902298.73,344529.21,48,393,1383985.04,1
Retail,7,2654249.18,423970.82,738788.62,12,411,644225.19,1
Services,2,22547353.35,7776582.52,3133833.33,36,358,1222868.47,0
Retail,4,45646964.94,5643970.5,300879.96,36,529,1191005.2,1
Manufacturing,9,19895058.97,3596296.05,2759707.16,36,379,45843.15,1
Retail,14,29231247.99,-469949.24,4163704.55,48,673,1918658.22,1
Logistics,4,18266193.05,1101033.25,1265828.4,36,444,1145732.01,0
Logistics,7,24114804.1,-2890137.03,206853.29,24,815,1405693.41,1
Retail,8,18759788.81,4196917.12,4157813.44,24,443,1941880.57,0
Manufacturing,1,37170474.07,-3786464.67,368224.22,24,565,152427.37,1
Logistics,10,25674607.13,8999595.6,3706141.29,24,647,774959.79,0
Logistics,12,30498655.9,8327679.93,3108918.43,48,481,1444608.66,1
Logistics,9,16857144.02,1299162.22,4604458.33,48,430,997172.57,0
Tech,9,37705724.28,1045155.63,2352990.67,36,538,815196.67,0
Tech,5,21589788.06,-2885085.13,1250717.33,48,702,1178697.15,1
Tech,1,42294510.69,-2517004.8,1957782.65,60,566,372264.31,1
Services,9,18140538.56,294118.63,270142.05,48,412,173018.54,0
Tech,9,40825395.3,9225297.13,4957933.73,36,755,727877.77,0
Services,3,39607737.63,10400395.9,2022016.09,48,698,1054872.17,0
Logistics,7,32964522.95,-4837447.93,556900.1,60,429,416160.31,0
Manufacturing,5,32870211.77,2600332.9,3022005.26,36,345,1394629.08,0
Logistics,4,37341906.5,-1779568.78,3386556.13,12,321,487434.26,0
Retail,8,8844809.17,1445202.23,3856695.18,12,762,125443.18,0
Manufacturing,12,23785177.16,5300837.13,3722399.24,48,690,1815450.69,0
Logistics,6,24991453.75,7199710.49,4651288.06,24,519,466508.64,0
Services,9,47740589.59,-2048126.26,3698584.91,60,450,1141105.71,1
Services,3,33156007.47,-5829274.76,590060.66,24,382,1320345.28,1
Services,11,12986840.82,-1904381.48,2052613.22,36,388,1720574.53,1
Manufacturing,1,10790458.74,1748720.84,644961.22,60,343,1313588.01,1
Manufacturing,9,678518.59,20941.46,2184534.29,12,812,1139321.4,0
Manufacturing,10,17394807.4,-3130526.01,3011380.85,60,440,88488.54,1
Logistics,8,39303887.98,-452917.3,3436791.85,12,722,1974689.0,1
Logistics,9,13865122.82,2611342.26,4371020.18,24,727,1092619.14,0
Manufacturing,10,21702948.32,1761433.33,1440562.91,24,800,1684015.62,0
Services,13,30632158.89,-3851503.13,4430509.55,48,355,734228.51,1
Tech,6,48891960.69,-332407.11,2095507.44,24,807,1130770.32,0
Tech,10,20543226.64,-2868128.56,913715.78,12,724,409020.74,0
Manufacturing,1,46990272.92,-4019900.47,4121065.41,12,510,543537.4,1
Services,1,12233554.69,-789239.16,1276188.25,48,537,503816.53,1
Retail,4,40455735.12,7426786.11,2461350.53,48,492,219249.97,0
Retail,2,22644739.66,-2811491.98,2633426.72,36,379,64392.84,1
Tech,11,46815757.22,7718216.49,2074042.12,60,745,1638692.3,1
Manufacturing,8,49493833.58,10823741.83,1459891.08,12,565,641329.45,1
Logistics,3,29727111.07,8993333.5,4930439.22,12,475,1194728.15,0
Manufacturing,8,11983256.76,-1704437.95,968457.37,60,375,1307084.29,0
Logistics,11,30449032.9,9953683.29,2788302.24,36,576,597367.97,0
Logistics,1,46966185.41,5858875.74,4698239.75,60,684,1899805.19,0
Services,11,27709370.66,9785215.6,4721498.96,24,583,1709668.3,0
Logistics,8,2199997.53,17734.71,940954.42,24,598,803490.41,0
Tech,9,44097314.98,3411388.46,4299712.47,36,370,958650.56,1
Logistics,14,11253056.99,-624033.51,3943044.05,36,563,766703.27,1
Services,2,18474857.92,4540213.09,3780061.51,36,394,1898367.77,0
Manufacturing,14,35776730.67,-5390743.89,3367104.7,48,456,292464.5,1
Tech,3,5235347.53,1975033.98,2338400.0,48,655,1235946.09,0
Tech,3,45519116.86,-4649416.69,3358735.75,60,463,908458.12,1
Manufacturing,7,5797028.29,1301097.4,2803771.31,24,639,272455.56,0
Tech,11,33016753.25,-1545626.91,2324306.28,48,378,95632.71,1
Tech,14,48994741.45,558748.21,4592434.13,36,449,1885319.49,0
Manufacturing,2,13015392.05,2145084.1,3265077.51,48,626,1578180.3,0
Manufacturing,3,47986533.27,-3798988.73,2346888.98,36,422,1381702.35,0
Tech,8,18617662.9,-2386950.41,745754.68,48,656,1297696.66,1
Manufacturing,9,28652033.11,3696627.7,2231299.62,60,567,1920874.61,0
Services,6,12116834.88,4021864.65,361741.69,48,410,1328517.95,1
Tech,1,34143955.44,-948358.24,4683177.18,60,539,137051.98,1
Tech,6,43153060.32,13841461.93,4087630.67,48,719,595439.7,0
Manufacturing,7,9503094.56,2834282.74,4327720.17,48,768,255333.27,0
Services,11,17693579.63,1947308.32,3786120.36,60,824,646177.49,0
Tech,7,15270350.63,5728969.55,259748.68,36,348,1061012.2,0
Services,1,33275303.77,10156693.39,4530402.05,12,781,582804.53,1
Tech,8,49769765.42,10158100.28,4688636.31,48,597,878019.98,1
Retail,1,28404025.14,10051608.97,4019467.39,60,466,88619.36,0
Services,11,16625521.92,6300198.86,3291861.76,60,582,1660569.21,0
Manufacturing,10,8810005.6,3472906.32,459250.62,24,700,763222.15,0
Manufacturing,4,37629161.71,10435665.47,3469264.99,12,518,266008.04,0
Retail,5,2348905.92,234517.81,4286672.51,24,424,1474497.58,0
Services,14,26743651.1,4576335.11,775822.65,60,829,529861.77,0
Manufacturing,10,7569999.82,2775720.8,3166270.13,48,588,1913952.38,0
Manufacturing,5,39590121.8,13347613.37,4197918.39,48,561,525646.05,0
Logistics,13,31148421.22,879872.5,285019.78,48,655,827372.53,0
Tech,13,44026422.13,13527413.58,4321226.58,48,452,736267.18,0
Retail,12,24937697.32,7830960.51,760747.18,24,776,62799.26,0
Services,4,28516744.49,-643760.99,3736886.99,60,315,673856.39,0
Logistics,6,13339884.57,963822.93,1263862.91,60,465,1871451.7,1
Tech,5,47438104.52,15679103.14,1739858.55,48,420,1891707.07,0
Manufacturing,8,24479060.81,1893150.18,391766.28,12,685,1147655.15,0
Services,5,22430480.42,-1366769.98,1397174.53,12,513,1767752.22,0
Retail,6,25819999.24,-527738.27,4292560.37,60,464,1669948.15,0
Tech,1,33044832.76,-4034304.95,4472888.27,12,476,1490145.23,1
Retail,6,49010020.57,10203032.92,3746511.93,48,697,1041199.63,0
Logistics,5,48258744.71,2750295.03,4695159.39,36,814,1136694.5,0
Services,7,45296355.65,17998916.15,101617.78,24,842,1450701.74,0
Manufacturing,5,10146019.57,3564797.84,3998171.85,60,799,1713937.67,0
Tech,9,19876083.0,-3855023.83,1118640.77,36,651,471377.33,1
Manufacturing,14,49671691.29,-8989532.46,2498743.76,48,331,807392.87,1
Retail,6,40546417.84,3924844.89,3543225.26,60,534,506938.28,1
Logistics,6,48023315.67,17263569.8,2200931.39,24,775,1538931.99,0
Tech,4,40588882.54,2001764.17,2013754.3,24,648,70939.17,0
Services,9,2343013.94,572415.14,3507720.3,48,822,1133900.95,0
Retail,14,39955655.79,7787306.36,4512900.31,36,659,1682055.28,0
Tech,13,9140497.02,-1760015.91,1868336.07,24,331,255565.91,0
Retail,10,22059044.05,1420392.54,3180333.5,36,653,406579.11,0
Manufacturing,6,16573651.3,4472235.59,516109.66,12,347,1751113.31,1
Retail,11,27857092.54,410048.68,2131785.87,36,832,139632.6,0
Manufacturing,10,7629007.72,-1026212.68,4941239.41,60,490,1673878.72,1
Tech,13,35621639.15,1159778.42,4760430.09,36,346,1190639.09,1
Logistics,11,16700122.07,-351397.39,2251359.9,12,447,1055748.42,1
Logistics,13,2716232.44,202897.28,184770.6,24,328,1327428.33,0
Manufacturing,14,40034566.24,14898091.55,876853.52,36,533,459850.33,0
Retail,8,23612647.79,2792601.07,1957208.76,24,764,594153.92,0
Logistics,12,40602609.9,15897876.9,4539927.24,48,483,1411865.08,0
Tech,9,19338023.58,-2806226.04,2262701.05,24,734,581158.46,1
Services,10,10682362.6,1216259.03,2214616.02,48,786,297174.86,0
Tech,3,22867003.92,6506883.19,4481127.23,36,691,266203.08,0
Services,14,35008496.85,6553503.23,4448296.62,36,481,1131455.82,0
Tech,4,8022351.0,1314898.61,375722.73,36,661,395709.3,0
Logistics,4,16677596.54,5056021.02,164271.71,12,493,458642.48,0
Logistics,10,32654256.76,12074962.92,3301365.63,48,428,435228.05,1
Services,12,14467842.96,792518.94,2308518.13,12,316,314905.91,1
Retail,4,2236028.33,-167770.84,4430423.99,12,351,1367529.65,1
Logistics,8,19416137.3,-1941640.38,1804356.24,12,424,91552.68,1
Services,9,33995103.41,-4776750.5,3896839.81,48,300,112419.12,1
Tech,11,29395141.15,-3597360.01,1416507.72,12,627,1950796.96,1
Services,10,30712907.58,7429057.21,1231718.72,36,793,676221.84,1
Retail,9,12614356.62,-1698775.47,638421.65,48,642,262111.49,1
Services,14,47612777.58,-911697.22,3125537.24,48,508,359078.5,1
Services,13,47295227.66,14837879.57,4524763.89,48,551,1876158.73,1
Manufacturing,6,2387514.9,-75669.11,1473299.97,48,369,582912.54,0
Tech,14,46640438.63,5998496.55,3698791.66,60,573,1208722.95,0
Tech,5,39344254.44,-7442250.37,1935840.37,12,314,1345134.39,1
Services,10,17267852.47,2640967.28,574771.59,60,700,1386150.23,0
Retail,5,4828782.75,1872845.19,3624510.22,48,756,1266654.26,0
Tech,1,30363037.21,4610016.61,1929194.39,24,491,1160462.57,1
Retail,10,41353099.58,7946790.81,2877413.7,60,670,1257976.77,0
Logistics,2,4595224.46,395082.29,4431448.73,48,761,1269990.14,0
Tech,12,35910351.68,-629214.29,2973281.71,12,549,1245181.8,0
Tech,9,7209471.74,-650642.08,3706372.4,36,843,651289.55,0
Retail,11,33319660.2,-140898.12,1635290.37,48,521,1262028.39,1
Logistics,7,8549003.55,-1107702.64,1191200.66,60,613,298696.9,0
Manufacturing,5,39931251.35,-4666643.98,4245345.5,48,668,1011091.88,1
Manufacturing,8,21770189.95,-814696.55,1287837.97,12,335,1593367.29,0
Logistics,4,38776427.03,-5568013.55,1249201.27,36,409,1407507.02,0
Services,11,32028706.98,-1533401.75,4645309.75,12,724,1202325.08,0
Services,2,17821462.42,1322218.74,1979159.22,48,620,1242268.9,0
Tech,14,49282363.44,5929393.69,3774212.49,60,757,247521.33,0
Logistics,6,25576635.46,-3434424.33,2226498.82,24,649,1966032.86,0
Logistics,7,13847569.15,4727606.55,3987217.89,48,743,520975.16,0
Logistics,2,1333249.33,221088.12,3307159.12,36,525,787440.81,0
