sk_id_curr,amt_income_total,amt_credit,amt_annuity,amt_goods_price,name_contract_type,term,int_rate,grade,fico_score,dti,emp_length,home_ownership,business_type,monthly_cashflow,operating_expenses,repayment_history,target
100379,242589.71,154591.35,4723.62,227932.63,Cash loans, 36 months,7.74,A,821,17.38,28,OWN,Trading,6064.74,14151.07,Average,0
100380,1383357.9,1424210.93,43517.56,518151.31,Cash loans, 36 months,6.46,A,757,36.97,8,MORTGAGE,Trading,34583.94,80695.88,Good,0
100381,25000.0,30207.09,553.8,6875.57,Cash loans, 60 months,19.82,E,611,28.04,26,OWN,Services,625.0,1458.33,Good,1
100382,107837.82,116198.51,2130.31,81375.81,Cash loans, 60 months,7.43,A,844,21.45,7,OWN,Services,2695.95,6290.54,Good,0
100383,31803.74,8209.3,150.5,5917.59,Cash loans, 60 months,24.41,F,480,35.11,2,MORTGAGE,Services,795.09,1855.22,Good,1
100384,29909.23,39976.17,1221.49,10534.05,Cash loans, 36 months,25.95,F,536,28.62,17,RENT,Services,747.73,1744.71,Good,1
100385,25000.0,24194.7,739.28,1904.67,Cash loans, 36 months,17.04,D,622,28.22,4,OWN,Manufacturing,625.0,1458.33,Average,0
100386,33644.59,52873.24,1615.57,37094.86,Cash loans, 36 months,16.05,D,641,17.13,16,OWN,Trading,841.12,1962.6,Good,0
100387,133357.84,76902.08,2349.79,104840.46,Cash loans, 36 months,7.86,A,767,2.29,16,RENT,Trading,3333.94,7779.21,Good,0
100388,25000.0,5110.9,156.17,633.03,Cash loans, 36 months,7.02,A,760,17.58,0,RENT,Services,625.0,1458.33,Good,0
100389,52380.64,39791.75,729.52,37317.67,Revolving loans, 60 months,7.88,A,771,24.41,18,OWN,Manufacturing,1309.51,3055.54,Good,0
100390,41394.63,82429.16,2518.67,66547.55,Cash loans, 36 months,24.34,F,535,16.23,18,MORTGAGE,Trading,1034.86,2414.69,Good,1
100391,103175.69,28070.29,857.7,5613.78,Cash loans, 36 months,9.68,B,717,31.87,13,OWN,Manufacturing,2579.39,6018.58,Good,0
100392,25000.0,42627.89,1302.52,45204.08,Cash loans, 36 months,6.49,A,777,34.9,27,MORTGAGE,Trading,625.0,1458.33,Poor,0
100393,817713.04,1428883.5,43660.33,2072025.88,Revolving loans, 36 months,17.93,D,624,35.82,26,OWN,Manufacturing,20442.82,47699.93,Average,0
100394,75770.27,15013.8,458.75,8699.47,Cash loans, 36 months,12.98,C,664,12.63,15,MORTGAGE,Manufacturing,1894.26,4419.93,Average,0
100395,114202.63,182042.43,5562.41,739.5,Cash loans, 36 months,12.98,C,692,0.31,29,MORTGAGE,Manufacturing,2855.07,6661.82,Average,0
100396,211861.46,206485.52,6309.28,41434.87,Revolving loans, 36 months,16.4,D,656,2.91,5,RENT,Manufacturing,5296.53,12358.59,Good,0
100397,94067.31,47572.79,1453.61,50239.11,Cash loans, 36 months,25.91,F,569,39.06,23,OWN,Services,2351.68,5487.26,Good,0
100398,334674.31,528009.98,9680.18,669145.0,Cash loans, 60 months,19.63,E,601,27.49,23,MORTGAGE,Services,8366.86,19522.67,Good,0
100399,56008.23,97353.6,1784.82,143680.24,Revolving loans, 60 months,9.92,B,716,21.26,14,OWN,Manufacturing,1400.2,3267.15,Average,0
100400,25000.0,30017.39,550.32,25633.57,Cash loans, 60 months,9.1,B,750,20.75,23,OWN,Services,625.0,1458.33,Good,0
100401,87509.53,82934.87,2534.12,37066.28,Cash loans, 36 months,16.6,D,649,24.84,24,OWN,Trading,2187.74,5104.72,Good,0
100402,36410.91,22012.56,403.56,8314.37,Cash loans, 60 months,13.73,C,692,3.41,4,MORTGAGE,Services,910.27,2123.97,Good,0
100403,128363.75,52677.08,1609.58,11498.0,Cash loans, 36 months,25.3,F,462,4.27,11,MORTGAGE,Manufacturing,3209.09,7487.89,Good,1
100404,304577.32,287884.89,5277.89,57663.73,Cash loans, 60 months,7.94,A,830,32.85,26,OWN,Trading,7614.43,17767.01,Good,0
100405,146833.46,136531.6,4171.8,161604.83,Cash loans, 36 months,24.18,F,526,0.87,28,OWN,Services,3670.83,8565.29,Good,0
100406,25000.0,23358.71,713.74,12694.06,Cash loans, 36 months,9.92,B,734,28.06,0,RENT,Manufacturing,625.0,1458.33,Average,0
100407,65347.53,71758.43,2192.62,104684.95,Cash loans, 36 months,25.32,F,480,27.3,17,OWN,Trading,1633.69,3811.94,Good,0
100408,79293.56,9724.89,297.15,10440.68,Revolving loans, 36 months,16.99,D,653,39.32,26,OWN,Trading,1982.34,4625.46,Good,0
100409,212551.44,163381.19,4992.2,164604.97,Cash loans, 36 months,7.44,A,771,1.0,13,RENT,Trading,5313.79,12398.83,Good,0
100410,167200.22,255971.13,4692.8,333895.06,Cash loans, 60 months,7.9,A,850,16.05,14,MORTGAGE,Manufacturing,4180.0,9753.35,Average,0
100411,92327.01,113844.59,3478.58,4543.83,Cash loans, 36 months,7.35,A,818,29.67,24,OWN,Services,2308.18,5385.74,Good,0
100412,275168.06,351532.95,10741.28,270417.79,Cash loans, 36 months,20.2,E,590,13.14,24,MORTGAGE,Trading,6879.2,16051.47,Good,1
100413,546186.35,830361.21,15223.29,356393.16,Cash loans, 60 months,10.16,B,719,1.34,1,OWN,Services,13654.66,31860.87,Average,0
100414,32447.81,16297.15,497.97,18553.74,Cash loans, 36 months,6.29,A,768,36.47,12,RENT,Manufacturing,811.19,1892.79,Good,0
100415,249350.89,258694.75,4742.74,360108.62,Cash loans, 60 months,13.76,C,684,10.36,10,RENT,Manufacturing,6233.77,14545.47,Good,0
100416,219273.11,306884.28,9377.02,239777.49,Cash loans, 36 months,10.64,B,726,2.84,3,MORTGAGE,Manufacturing,5481.83,12790.93,Good,0
100417,3966828.22,5246189.84,160300.25,768121.19,Cash loans, 36 months,7.35,A,834,21.49,18,OWN,Services,99170.71,231398.31,Good,0
100418,214522.98,160746.96,4911.71,1649.44,Cash loans, 36 months,24.45,F,422,27.43,8,OWN,Trading,5363.08,12513.84,Good,1
100419,139963.9,115803.81,3538.45,74718.25,Cash loans, 36 months,7.88,A,806,37.45,26,RENT,Manufacturing,3499.1,8164.56,Poor,0
100420,179067.04,110254.91,3368.9,26884.76,Cash loans, 36 months,25.58,F,566,12.63,3,RENT,Services,4476.67,10445.58,Good,0
100421,159293.1,213346.68,6518.93,190745.88,Cash loans, 36 months,6.42,A,779,39.97,6,OWN,Services,3982.33,9292.1,Good,0
100422,1083835.12,2094263.33,63991.38,940606.31,Cash loans, 36 months,10.63,B,701,10.87,4,RENT,Manufacturing,27095.87,63223.72,Good,0
100423,25000.0,36175.8,663.22,7473.96,Cash loans, 60 months,6.49,A,826,31.46,13,MORTGAGE,Manufacturing,625.0,1458.33,Average,0
100424,1847970.86,2828153.46,86415.8,542207.26,Cash loans, 36 months,16.07,D,653,11.99,10,OWN,Manufacturing,46199.27,107798.3,Average,0
100425,67180.36,97976.53,2993.73,133769.8,Cash loans, 36 months,12.55,C,669,25.75,9,RENT,Trading,1679.51,3918.85,Good,0
100426,25000.0,48087.92,881.61,62306.77,Cash loans, 60 months,6.29,A,814,30.49,1,OWN,Services,625.0,1458.33,Poor,0
100427,2239718.58,2022700.1,37082.84,1343154.89,Cash loans, 60 months,6.42,A,767,23.54,17,OWN,Manufacturing,55992.96,130650.25,Good,0
100428,87361.65,13577.99,414.88,1077.56,Cash loans, 36 months,17.82,D,628,2.23,21,MORTGAGE,Manufacturing,2184.04,5096.1,Poor,0
100429,25000.0,40538.86,1238.69,43702.87,Cash loans, 36 months,24.49,F,560,18.56,1,RENT,Trading,625.0,1458.33,Average,1
100430,25000.0,45186.72,1380.71,10128.8,Revolving loans, 36 months,24.36,F,399,18.35,2,MORTGAGE,Services,625.0,1458.33,Good,1
100431,25000.0,22398.87,684.41,2829.41,Revolving loans, 36 months,24.22,F,576,23.43,1,MORTGAGE,Services,625.0,1458.33,Good,1
100432,45799.2,40490.55,1237.21,30924.13,Cash loans, 36 months,24.44,F,515,16.28,26,OWN,Trading,1144.98,2671.62,Average,0
100433,178682.11,157444.28,4810.8,4641.02,Cash loans, 36 months,12.01,C,691,13.54,15,OWN,Trading,4467.06,10423.12,Average,0
100434,153294.19,50748.04,1550.63,68435.56,Cash loans, 36 months,12.23,C,694,5.36,24,OWN,Services,3832.36,8942.16,Poor,1
100435,33309.04,60780.55,1857.18,85380.87,Cash loans, 36 months,17.7,D,639,32.2,27,RENT,Manufacturing,832.72,1943.03,Poor,1
100436,94804.87,58753.41,1795.24,86619.58,Cash loans, 36 months,24.52,F,571,20.11,23,RENT,Manufacturing,2370.13,5530.28,Good,1
100437,31287.6,30448.14,930.36,3298.14,Cash loans, 36 months,6.3,A,850,19.41,19,MORTGAGE,Manufacturing,782.19,1825.11,Good,0
100438,61202.11,80897.92,1483.13,70979.54,Cash loans, 60 months,9.24,B,744,1.25,24,OWN,Manufacturing,1530.06,3570.12,Poor,0
100439,25000.0,34290.13,628.65,13407.88,Cash loans, 60 months,9.9,B,711,3.16,7,MORTGAGE,Trading,625.0,1458.33,Good,0
100440,213336.76,280427.65,8568.62,300195.11,Cash loans, 36 months,10.73,B,711,5.07,14,OWN,Trading,5333.42,12444.64,Good,0
100441,25000.0,7525.33,229.94,9195.48,Revolving loans, 36 months,6.79,A,764,21.43,28,MORTGAGE,Services,625.0,1458.33,Average,0
100442,501618.18,434746.45,13283.92,320795.94,Cash loans, 36 months,17.59,D,643,9.53,0,RENT,Manufacturing,12540.45,29261.06,Good,0
100443,137916.95,217772.79,6654.17,146131.17,Cash loans, 36 months,6.16,A,773,11.61,20,OWN,Services,3447.92,8045.16,Good,0
100444,92872.8,57980.75,1062.98,6663.94,Cash loans, 60 months,9.98,B,737,9.5,8,OWN,Services,2321.82,5417.58,Good,0
100445,98604.82,169583.63,5181.72,222425.39,Cash loans, 36 months,19.25,E,606,36.24,14,OWN,Manufacturing,2465.12,5751.95,Good,1
100446,63852.1,95525.46,2918.83,4965.04,Cash loans, 36 months,12.99,C,667,36.59,12,MORTGAGE,Services,1596.3,3724.71,Poor,1
100447,25000.0,2686.12,49.25,3232.51,Cash loans, 60 months,24.57,F,508,6.05,29,OWN,Manufacturing,625.0,1458.33,Good,1
100448,68744.42,90252.15,2757.7,15163.95,Cash loans, 36 months,9.94,B,724,21.31,1,MORTGAGE,Trading,1718.61,4010.09,Good,0
100449,226700.03,232596.98,7107.13,330120.32,Cash loans, 36 months,16.37,D,636,2.52,29,MORTGAGE,Services,5667.5,13224.17,Good,0
100450,103141.76,153356.81,2811.54,14187.33,Cash loans, 60 months,7.13,A,850,8.19,11,OWN,Manufacturing,2578.55,6016.6,Good,0
100451,49246.29,87784.61,2682.31,116192.92,Cash loans, 36 months,7.0,A,821,20.31,10,OWN,Trading,1231.16,2872.7,Poor,0
100452,26932.07,38381.43,1172.77,45064.35,Revolving loans, 36 months,6.31,A,796,27.68,26,OWN,Manufacturing,673.3,1571.04,Poor,0
100453,372867.31,693780.99,21198.86,328387.5,Cash loans, 36 months,6.49,A,770,27.7,2,MORTGAGE,Manufacturing,9321.69,21750.59,Good,0
100454,127764.38,206602.88,3787.72,59000.14,Cash loans, 60 months,25.26,F,525,4.23,25,OWN,Trading,3194.11,7452.92,Poor,1
100455,54160.36,5823.53,177.94,3352.37,Revolving loans, 36 months,16.78,D,656,16.78,6,OWN,Services,1354.01,3159.35,Poor,0
100456,97085.07,40919.98,1250.33,647.66,Cash loans, 36 months,20.78,E,610,22.27,15,OWN,Services,2427.12,5663.3,Good,0
100457,78552.76,106881.37,1959.49,34543.46,Cash loans, 60 months,13.69,C,681,38.99,18,MORTGAGE,Trading,1963.82,4582.24,Good,0
100458,52062.49,71567.35,2186.78,48603.64,Cash loans, 36 months,7.55,A,788,38.46,28,RENT,Trading,1301.56,3036.98,Good,0
100459,155105.15,240127.01,4402.33,74743.67,Cash loans, 60 months,12.9,C,680,38.66,12,MORTGAGE,Services,3877.63,9047.8,Good,1
100460,97033.67,74265.15,2269.21,80714.1,Cash loans, 36 months,9.89,B,730,31.32,17,RENT,Services,2425.84,5660.3,Good,0
100461,25000.0,19736.13,603.05,25122.31,Cash loans, 36 months,6.68,A,850,12.66,26,OWN,Manufacturing,625.0,1458.33,Average,0
100462,1409092.86,1505005.39,45986.28,811402.2,Cash loans, 36 months,7.9,A,797,7.73,5,MORTGAGE,Services,35227.33,82197.08,Good,0
100463,279817.87,170070.92,5196.61,24081.4,Cash loans, 36 months,7.33,A,846,36.01,10,OWN,Services,6995.45,16322.71,Good,0
100464,331865.79,205745.55,3772.0,184016.32,Cash loans, 60 months,10.04,B,748,0.29,19,OWN,Services,8296.64,19358.84,Good,0
100465,2049836.3,457746.14,13986.69,164956.84,Cash loans, 36 months,6.33,A,850,14.27,12,MORTGAGE,Services,51245.91,119573.78,Good,0
100466,171020.7,237236.56,7248.89,255539.98,Cash loans, 36 months,6.11,A,773,37.91,7,MORTGAGE,Trading,4275.52,9976.21,Good,0
100467,68879.27,89140.62,2723.74,99298.55,Cash loans, 36 months,20.5,E,615,16.55,14,OWN,Trading,1721.98,4017.96,Good,0
100468,1977466.9,3417468.67,104422.65,4523572.69,Cash loans, 36 months,24.12,F,518,34.93,7,OWN,Services,49436.67,115352.24,Good,1
100469,49352.38,37963.77,696.0,22553.58,Cash loans, 60 months,25.52,F,509,36.62,3,OWN,Trading,1233.81,2878.89,Poor,1
100470,26472.08,10538.93,193.21,12122.65,Cash loans, 60 months,13.44,C,694,23.63,23,OWN,Services,661.81,1544.2,Good,0
100471,72902.91,59742.55,1095.28,78337.62,Cash loans, 60 months,19.4,E,601,26.27,26,MORTGAGE,Manufacturing,1822.57,4252.67,Good,0
100472,119650.55,238584.83,7290.09,114627.63,Revolving loans, 36 months,10.23,B,750,7.65,11,RENT,Services,2991.26,6979.62,Good,0
100473,147075.41,30177.47,922.09,3193.53,Revolving loans, 36 months,7.3,A,770,32.96,2,RENT,Services,3676.88,8579.4,Good,0
100474,704555.38,1073930.61,19688.73,1014658.88,Cash loans, 60 months,7.94,A,773,16.23,7,MORTGAGE,Trading,17613.89,41099.06,Good,0
100475,172706.17,248933.84,7606.31,145131.45,Cash loans, 36 months,13.05,C,679,5.81,11,OWN,Manufacturing,4317.65,10074.53,Good,0
100476,83263.91,136093.96,2495.06,186817.3,Cash loans, 60 months,19.1,E,617,27.33,8,OWN,Manufacturing,2081.6,4857.06,Average,0
100477,821496.38,920452.66,16874.97,866119.45,Cash loans, 60 months,10.46,B,708,36.31,1,OWN,Services,20537.41,47920.62,Good,0
100478,349670.95,251623.74,7688.5,349236.71,Cash loans, 36 months,12.12,C,662,19.99,29,OWN,Trading,8741.78,20397.47,Good,0
100479,32484.56,33789.44,1032.46,28339.37,Cash loans, 36 months,13.04,C,681,13.36,28,OWN,Manufacturing,812.12,1894.93,Good,0
100480,354934.04,226489.18,4152.3,201682.47,Cash loans, 60 months,7.35,A,797,16.13,22,OWN,Trading,8873.35,20704.49,Good,0
100481,676648.61,75204.74,2297.92,99412.18,Cash loans, 36 months,9.74,B,746,10.83,25,MORTGAGE,Services,16916.21,39471.17,Average,0
100482,144699.57,27982.28,855.01,33180.56,Cash loans, 36 months,16.77,D,637,12.07,16,OWN,Services,3617.49,8440.81,Good,0
100483,67622.36,122641.82,3747.39,101306.53,Revolving loans, 36 months,9.52,B,710,18.99,27,MORTGAGE,Trading,1690.56,3944.64,Average,0
100484,50946.41,70222.96,2145.7,69814.16,Cash loans, 36 months,6.4,A,758,16.91,12,OWN,Trading,1273.66,2971.87,Good,0
100485,25000.0,5877.76,179.6,6553.36,Cash loans, 36 months,10.9,B,720,37.19,3,OWN,Manufacturing,625.0,1458.33,Poor,1
100486,25000.0,31094.11,950.1,4220.85,Cash loans, 36 months,10.45,B,716,10.52,5,OWN,Trading,625.0,1458.33,Good,0
100487,437624.09,391297.28,11956.31,188155.84,Cash loans, 36 months,6.69,A,761,17.67,1,OWN,Manufacturing,10940.6,25528.07,Average,0
100488,38958.27,13542.06,413.79,16406.93,Cash loans, 36 months,6.26,A,816,2.53,19,OWN,Manufacturing,973.95,2272.57,Good,0
100489,69426.24,122464.33,2245.18,3241.35,Cash loans, 60 months,25.36,F,459,11.9,15,OWN,Services,1735.66,4049.86,Good,1
100490,38909.99,45429.99,832.88,45102.46,Cash loans, 60 months,6.59,A,765,32.35,9,RENT,Trading,972.75,2269.75,Good,0
100491,38711.58,21857.6,667.87,11122.37,Cash loans, 36 months,24.03,F,555,5.22,8,OWN,Trading,967.79,2258.18,Good,1
100492,25000.0,6087.54,111.6,3905.18,Cash loans, 60 months,12.67,C,665,3.59,15,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100493,621301.45,468917.04,14328.02,396116.07,Revolving loans, 36 months,9.95,B,717,34.47,10,RENT,Manufacturing,15532.54,36242.58,Average,0
100494,704264.87,223216.17,6820.49,196658.29,Cash loans, 36 months,16.35,D,657,38.52,24,MORTGAGE,Trading,17606.62,41082.12,Good,0
100495,35461.43,56965.1,1044.36,83318.91,Cash loans, 60 months,13.74,C,665,4.51,4,OWN,Trading,886.54,2068.58,Good,0
100496,487692.15,338534.07,10344.1,70220.35,Cash loans, 36 months,10.2,B,742,22.09,9,OWN,Manufacturing,12192.3,28448.71,Good,0
100497,400711.61,135207.1,4131.33,139606.26,Cash loans, 36 months,13.16,C,663,3.95,28,OWN,Trading,10017.79,23374.84,Good,0
100498,966576.02,1610421.17,49207.31,433985.07,Cash loans, 36 months,10.33,B,717,2.18,14,RENT,Manufacturing,24164.4,56383.6,Good,0
100499,48261.22,49044.4,1498.58,71745.42,Revolving loans, 36 months,6.43,A,760,7.89,2,MORTGAGE,Manufacturing,1206.53,2815.24,Good,0
100500,349486.87,278405.31,8506.83,66564.57,Revolving loans, 36 months,9.33,B,702,36.59,4,OWN,Trading,8737.18,20386.73,Average,0
100501,113246.64,140213.04,4284.29,47691.77,Revolving loans, 36 months,9.65,B,710,0.78,22,OWN,Services,2831.17,6606.05,Average,0
100502,25000.0,13611.33,415.9,14600.94,Cash loans, 36 months,16.3,D,639,12.26,18,RENT,Manufacturing,625.0,1458.33,Good,0
100503,41487.31,38412.62,1173.72,11011.3,Cash loans, 36 months,6.64,A,787,8.24,1,RENT,Services,1037.19,2420.09,Average,0
100504,2018787.49,3404299.34,62412.15,2468468.87,Cash loans, 60 months,13.6,C,677,4.62,2,OWN,Trading,50469.69,117762.6,Good,0
100505,32025.45,6387.78,195.18,7683.67,Cash loans, 36 months,24.4,F,439,39.11,2,OWN,Services,800.64,1868.15,Good,1
100506,536331.92,154388.16,2830.45,200555.59,Cash loans, 60 months,17.76,D,635,34.02,26,MORTGAGE,Services,13408.3,31286.03,Good,1
100507,25000.0,17726.75,541.65,11356.97,Cash loans, 36 months,13.53,C,696,12.69,15,MORTGAGE,Trading,625.0,1458.33,Average,0
100508,324079.36,76981.76,2352.22,101874.01,Cash loans, 36 months,25.95,F,534,28.44,28,OWN,Trading,8101.98,18904.63,Good,1
100509,87337.39,57323.41,1751.55,43761.42,Cash loans, 36 months,13.81,C,678,27.65,15,OWN,Manufacturing,2183.44,5094.68,Good,0
100510,25000.0,42867.52,1309.84,10768.57,Cash loans, 36 months,12.26,C,686,14.14,5,MORTGAGE,Services,625.0,1458.33,Good,0
100511,108405.86,73292.72,2239.5,51748.98,Cash loans, 36 months,17.86,D,621,3.34,8,RENT,Trading,2710.14,6323.68,Good,0
100512,1190745.63,1615324.16,49357.13,893362.11,Cash loans, 36 months,16.69,D,660,15.49,14,OWN,Services,29768.64,69460.16,Good,0
100513,25000.0,15784.51,482.3,11939.33,Cash loans, 36 months,13.5,C,682,14.26,8,RENT,Trading,625.0,1458.33,Average,0
100514,320897.22,78611.69,1441.21,72741.53,Cash loans, 60 months,17.62,D,657,0.38,7,OWN,Trading,8022.43,18719.0,Good,0
100515,82351.75,92366.96,2822.32,108619.64,Cash loans, 36 months,19.77,E,602,37.31,29,OWN,Manufacturing,2058.8,4803.85,Average,1
100516,56733.31,56093.5,1713.97,39003.33,Cash loans, 36 months,20.11,E,590,18.2,4,OWN,Trading,1418.34,3309.44,Poor,1
100517,261284.58,91169.45,2785.73,4690.38,Cash loans, 36 months,12.86,C,665,14.6,15,MORTGAGE,Trading,6532.11,15241.6,Good,0
100518,25000.0,2927.44,89.45,1786.42,Cash loans, 36 months,9.07,B,701,11.91,16,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100519,347527.41,644359.3,19688.76,122849.63,Cash loans, 36 months,6.47,A,816,1.75,26,OWN,Manufacturing,8688.19,20272.43,Poor,0
100520,67226.63,130550.0,2393.42,41523.68,Cash loans, 60 months,24.32,F,502,27.54,9,MORTGAGE,Manufacturing,1680.67,3921.55,Poor,1
100521,1355622.52,2155618.27,65866.11,266542.0,Cash loans, 36 months,13.5,C,696,6.89,28,OWN,Trading,33890.56,79077.98,Good,0
100522,29968.08,14239.42,261.06,15725.74,Cash loans, 60 months,9.94,B,747,26.25,9,RENT,Services,749.2,1748.14,Good,0
100523,201419.6,49664.9,1517.54,48842.65,Cash loans, 36 months,7.02,A,782,23.37,5,MORTGAGE,Trading,5035.49,11749.48,Good,0
100524,196722.49,254857.23,7787.3,271851.8,Cash loans, 36 months,24.92,F,525,34.39,5,OWN,Trading,4918.06,11475.48,Good,1
100525,106437.34,30223.48,923.5,44958.31,Cash loans, 36 months,12.82,C,700,9.34,20,MORTGAGE,Manufacturing,2660.94,6208.84,Good,0
100526,25000.0,9384.3,286.74,12873.28,Cash loans, 36 months,25.52,F,511,30.3,14,OWN,Services,625.0,1458.33,Average,1
100527,33696.18,50382.16,1539.45,66125.65,Cash loans, 36 months,12.88,C,675,19.63,7,OWN,Services,842.4,1965.61,Good,0
100528,95976.09,102436.76,3130.01,93984.04,Cash loans, 36 months,7.88,A,842,28.59,22,OWN,Services,2399.4,5598.61,Good,0
100529,181788.76,353924.83,6488.62,58407.0,Revolving loans, 60 months,12.09,C,683,17.7,25,RENT,Manufacturing,4544.72,10604.34,Average,0
100530,28277.41,43320.79,794.21,50656.27,Cash loans, 60 months,13.39,C,663,24.0,22,OWN,Manufacturing,706.93,1649.52,Good,0
100531,108778.86,101862.84,1867.49,142008.14,Cash loans, 60 months,25.97,F,554,39.29,23,OWN,Manufacturing,2719.48,6345.43,Good,1
100532,38841.27,63357.62,1935.93,18198.49,Cash loans, 36 months,16.71,D,639,19.39,5,OWN,Manufacturing,971.03,2265.74,Good,0
100533,1630594.56,2204834.35,67369.94,345815.69,Cash loans, 36 months,7.86,A,830,34.26,0,RENT,Manufacturing,40764.86,95118.02,Poor,1
100534,156125.56,206284.87,6303.15,277182.77,Cash loans, 36 months,7.93,A,775,13.96,24,OWN,Manufacturing,3903.14,9107.32,Good,0
100535,49976.63,91761.2,1682.29,40958.17,Cash loans, 60 months,24.13,F,509,14.5,16,OWN,Manufacturing,1249.42,2915.3,Poor,1
100536,31628.01,17138.57,523.68,10351.81,Cash loans, 36 months,10.49,B,726,32.54,23,RENT,Manufacturing,790.7,1844.97,Average,0
100537,25000.0,27128.42,828.92,9524.43,Cash loans, 36 months,7.89,A,784,21.34,26,RENT,Trading,625.0,1458.33,Good,0
100538,4498655.06,6223941.01,114105.59,5197134.39,Cash loans, 60 months,24.32,F,460,0.54,8,MORTGAGE,Manufacturing,112466.37,262421.55,Good,1
100539,169917.08,291278.71,8900.18,163061.04,Cash loans, 36 months,25.35,F,570,36.04,11,MORTGAGE,Services,4247.93,9911.83,Good,1
100540,26689.81,15396.7,470.45,15794.17,Cash loans, 36 months,20.68,E,610,31.12,2,OWN,Trading,667.24,1556.91,Good,0
100541,68874.61,62347.75,1905.07,2309.73,Cash loans, 36 months,24.32,F,523,2.46,10,OWN,Services,1721.86,4017.69,Good,1
100542,25000.0,21714.68,663.5,7062.08,Cash loans, 36 months,6.35,A,806,38.83,11,MORTGAGE,Manufacturing,625.0,1458.33,Good,0
100543,25000.0,35175.73,644.89,15769.1,Cash loans, 60 months,9.38,B,727,17.75,20,OWN,Manufacturing,625.0,1458.33,Good,0
100544,651023.51,1163352.04,21328.12,377145.93,Cash loans, 60 months,7.64,A,850,17.27,2,OWN,Manufacturing,16275.59,37976.37,Average,0
100545,25000.0,32864.99,1004.21,6615.84,Cash loans, 36 months,6.51,A,827,22.3,3,OWN,Manufacturing,625.0,1458.33,Average,0
100546,78922.07,138550.36,2540.09,126308.63,Cash loans, 60 months,12.51,C,690,9.01,5,MORTGAGE,Manufacturing,1973.05,4603.79,Average,0
100547,109514.82,191662.4,3513.81,239483.96,Cash loans, 60 months,19.04,E,601,12.34,15,MORTGAGE,Trading,2737.88,6388.36,Good,0
100548,79706.44,74524.26,2277.13,45122.21,Cash loans, 36 months,10.92,B,701,16.84,19,OWN,Services,1992.66,4649.54,Average,0
100549,243187.08,257019.05,4712.02,367282.61,Cash loans, 60 months,10.58,B,748,11.05,23,MORTGAGE,Trading,6079.68,14185.91,Poor,0
100550,25000.0,13157.54,402.04,18978.48,Cash loans, 36 months,19.68,E,613,19.53,0,OWN,Trading,625.0,1458.33,Good,0
100551,25000.0,19355.17,591.41,16995.06,Cash loans, 36 months,24.24,F,567,3.39,15,MORTGAGE,Services,625.0,1458.33,Good,1
100552,53736.8,89784.02,1646.04,39381.3,Cash loans, 60 months,24.84,F,393,30.87,6,OWN,Manufacturing,1343.42,3134.65,Good,1
100553,29845.29,26173.18,799.74,18250.09,Cash loans, 36 months,25.06,F,565,20.32,22,RENT,Trading,746.13,1740.98,Average,1
100554,87609.26,74110.14,2264.48,92516.04,Cash loans, 36 months,12.19,C,671,29.33,0,OWN,Trading,2190.23,5110.54,Average,0
100555,25000.0,25684.96,784.82,28289.62,Cash loans, 36 months,6.98,A,794,28.23,26,RENT,Manufacturing,625.0,1458.33,Good,0
100556,76744.28,130158.04,2386.23,174690.7,Cash loans, 60 months,6.42,A,850,39.61,11,OWN,Services,1918.61,4476.75,Good,0
100557,573961.0,398233.05,7300.94,502151.55,Cash loans, 60 months,10.21,B,742,32.23,17,MORTGAGE,Manufacturing,14349.02,33481.06,Good,0
100558,75992.53,14904.72,273.25,21499.27,Cash loans, 60 months,6.18,A,783,27.06,19,MORTGAGE,Services,1899.81,4432.9,Good,0
100559,124213.25,225103.91,4126.91,164980.32,Cash loans, 60 months,13.25,C,668,13.06,8,OWN,Services,3105.33,7245.77,Good,0
100560,58760.92,77351.02,2363.5,56101.39,Cash loans, 36 months,16.04,D,657,31.16,28,MORTGAGE,Services,1469.02,3427.72,Good,1
100561,321355.89,440846.39,13470.31,424719.01,Cash loans, 36 months,6.72,A,829,20.01,11,MORTGAGE,Manufacturing,8033.9,18745.76,Good,0
100562,224984.48,97139.47,2968.15,141965.2,Revolving loans, 36 months,7.87,A,751,20.5,14,MORTGAGE,Manufacturing,5624.62,13124.09,Poor,0
100563,194654.34,54104.01,991.91,60641.77,Cash loans, 60 months,7.76,A,786,2.89,14,OWN,Services,4866.35,11354.84,Average,0
100564,25000.0,45134.2,1379.1,48153.62,Cash loans, 36 months,10.12,B,722,1.34,18,RENT,Services,625.0,1458.33,Good,0
100565,183905.76,146541.43,4477.65,98316.03,Cash loans, 36 months,13.11,C,686,39.42,8,OWN,Services,4597.64,10727.84,Good,0
100566,80327.61,72371.41,1326.81,50228.06,Cash loans, 60 months,20.92,E,604,7.19,7,OWN,Manufacturing,2008.19,4685.78,Average,0
100567,40784.2,55630.4,1699.82,50380.71,Cash loans, 36 months,20.2,E,610,18.54,25,OWN,Manufacturing,1019.6,2379.08,Good,1
100568,54591.68,59333.27,1812.96,59601.81,Revolving loans, 36 months,20.12,E,594,24.11,8,RENT,Services,1364.8,3184.51,Good,0
